ticket_id,order_id,customer_id,driver_id,restaurant_id,issue_type,issue_sub_type,channel,opened_datetime,resolved_datetime,status,csat_score,compensation_amount,resolved_by_agent_id
TKT101368,ORD481381,CUST0067,DRV029,REST098,delivery,late,in_app,2024-11-08 20:27:00,2024-11-08 21:17:00,resolved,2,50,AGT077
TKT101369,ORD434652,CUST0077,DRV045,REST072,rider,rude,email,2024-05-11 04:12:00,2024-05-11 06:13:00,resolved,4,0,AGT087
TKT101370,ORD413352,CUST0115,DRV154,REST029,rider,rude,email,2024-02-19 02:50:00,2024-02-19 05:08:00,resolved,3,0,AGT017
TKT101371,ORD410720,CUST0193,DRV169,REST037,food,wrong_item,call,2024-02-09 22:14:00,2024-02-10 00:44:00,resolved,2,100,AGT055
TKT101372,ORD419438,CUST0451,DRV010,REST008,delivery,late,in_app,2024-03-13 17:45:00,2024-03-13 20:09:00,resolved,3,50,AGT010
TKT101373,ORD474550,CUST0197,DRV005,REST042,payment,overcharged,in_app,2024-10-12 07:28:00,2024-10-12 10:24:00,resolved,5,100,AGT068
TKT101374,ORD486732,CUST0242,DRV181,REST088,food,wrong_item,call,2024-11-30 03:39:00,2024-11-30 04:32:00,resolved,3,100,AGT070
TKT101375,ORD452336,CUST0174,DRV024,REST043,payment,overcharged,in_app,2024-07-18 11:51:00,2024-07-18 12:35:00,resolved,5,50,AGT027
TKT101376,ORD408953,CUST0365,DRV044,REST048,payment,overcharged,email,2024-02-03 10:13:00,2024-02-03 12:23:00,resolved,4,100,AGT094
TKT101377,ORD445770,CUST0105,DRV151,REST037,rider,rude,call,2024-06-23 22:34:00,2024-06-23 23:43:00,resolved,4,0,AGT030
TKT101378,ORD423751,CUST0298,DRV005,REST064,payment,overcharged,email,2024-03-31 18:05:00,2024-03-31 18:48:00,resolved,3,50,AGT017
TKT101379,ORD465081,CUST0134,DRV050,REST073,delivery,late,in_app,2024-09-06 23:14:00,2024-09-07 02:05:00,resolved,1,0,AGT060
TKT101380,ORD445828,CUST0200,DRV089,REST083,rider,no_mask,call,2024-06-25 00:06:00,2024-06-25 00:23:00,resolved,4,0,AGT079
TKT101381,ORD436933,CUST0177,DRV161,REST078,food,cold,call,2024-05-20 21:24:00,2024-05-20 23:40:00,resolved,2,50,AGT021
TKT101382,ORD443360,CUST0363,DRV005,REST025,payment,refund,in_app,2024-06-13 16:52:00,2024-06-13 17:33:00,resolved,3,50,AGT011
TKT101383,ORD468100,CUST0047,DRV159,REST068,payment,refund,in_app,2024-09-17 06:23:00,2024-09-17 08:17:00,resolved,3,50,AGT084
TKT101384,ORD429112,CUST0074,DRV038,REST013,delivery,not_delivered,email,2024-04-20 11:38:00,2024-04-20 12:54:00,resolved,3,50,AGT039
TKT101385,ORD417742,CUST0161,DRV032,REST059,rider,rude,call,2024-03-07 13:54:00,2024-03-07 16:04:00,resolved,2,100,AGT030
TKT101386,ORD492442,CUST0083,DRV099,REST099,delivery,not_delivered,email,2024-12-22 09:43:00,2024-12-22 11:15:00,resolved,3,50,AGT029
TKT101387,ORD403085,CUST0208,DRV091,REST068,payment,overcharged,email,2024-01-11 22:18:00,2024-01-11 22:38:00,resolved,3,100,AGT084
TKT101388,ORD452343,CUST0376,DRV166,REST086,rider,no_mask,in_app,2024-07-18 17:34:00,2024-07-18 19:26:00,resolved,2,0,AGT022
TKT101389,ORD481644,CUST0062,DRV022,REST036,rider,no_mask,call,2024-11-09 12:37:00,2024-11-09 14:59:00,resolved,4,50,AGT029
TKT101390,ORD404063,CUST0410,DRV049,REST093,rider,no_mask,call,2024-01-14 07:44:00,2024-01-14 09:28:00,resolved,2,50,AGT094
TKT101391,ORD453982,CUST0170,DRV083,REST078,payment,refund,call,2024-07-26 09:39:00,2024-07-26 12:31:00,resolved,3,100,AGT008
TKT101392,ORD444009,CUST0407,DRV149,REST023,delivery,not_delivered,in_app,2024-06-15 01:54:00,2024-06-15 03:18:00,resolved,3,50,AGT078
TKT101393,ORD456279,CUST0342,DRV145,REST071,delivery,late,call,2024-08-03 20:07:00,2024-08-03 21:15:00,resolved,2,50,AGT057
TKT101394,ORD405309,CUST0478,DRV174,REST089,delivery,late,call,2024-01-19 15:34:00,2024-01-19 17:35:00,resolved,4,0,AGT093
TKT101395,ORD435979,CUST0350,DRV077,REST046,rider,no_mask,email,2024-05-16 21:38:00,2024-05-17 00:20:00,resolved,2,50,AGT014
TKT101396,ORD431719,CUST0118,DRV179,REST031,rider,no_mask,call,2024-05-01 09:36:00,2024-05-01 12:14:00,resolved,2,100,AGT044
TKT101397,ORD424465,CUST0017,DRV137,REST060,payment,overcharged,in_app,2024-04-03 02:54:00,2024-04-03 04:50:00,resolved,4,0,AGT036
TKT101398,ORD432345,CUST0094,DRV090,REST078,rider,rude,in_app,2024-05-03 15:14:00,2024-05-03 17:27:00,resolved,1,100,AGT092
TKT101399,ORD422176,CUST0282,DRV152,REST085,food,wrong_item,email,2024-03-25 06:13:00,2024-03-25 06:48:00,resolved,3,50,AGT055
TKT101400,ORD402468,CUST0213,DRV047,REST003,food,wrong_item,email,2024-01-09 19:28:00,2024-01-09 19:54:00,resolved,2,0,AGT057
TKT101401,ORD474897,CUST0462,DRV094,REST009,payment,refund,in_app,2024-10-14 10:58:00,2024-10-14 12:51:00,resolved,5,100,AGT048
TKT101402,ORD482243,CUST0157,DRV093,REST004,payment,overcharged,call,2024-11-11 13:34:00,2024-11-11 15:54:00,resolved,2,100,AGT023
TKT101403,ORD450259,CUST0090,DRV021,REST023,rider,rude,email,2024-07-10 23:45:00,2024-07-11 00:42:00,resolved,5,50,AGT022
TKT101404,ORD420315,CUST0206,DRV153,REST004,delivery,not_delivered,email,2024-03-16 07:39:00,2024-03-16 09:43:00,resolved,3,0,AGT061
TKT101405,ORD447760,CUST0035,DRV059,REST051,payment,refund,email,2024-07-02 18:51:00,2024-07-02 21:35:00,resolved,4,50,AGT070
TKT101406,ORD438786,CUST0115,DRV098,REST039,food,cold,email,2024-05-28 16:40:00,2024-05-28 17:34:00,resolved,1,50,AGT063
TKT101407,ORD444975,CUST0376,DRV107,REST062,payment,refund,in_app,2024-06-19 19:26:00,2024-06-19 21:19:00,resolved,3,50,AGT060
TKT101408,ORD465966,CUST0374,DRV025,REST042,food,wrong_item,in_app,2024-09-09 02:16:00,2024-09-09 03:38:00,resolved,4,100,AGT010
TKT101409,ORD467697,CUST0246,DRV196,REST092,payment,overcharged,call,2024-09-16 18:47:00,2024-09-16 19:19:00,resolved,5,100,AGT037
TKT101410,ORD406293,CUST0294,DRV089,REST093,payment,overcharged,in_app,2024-01-24 04:36:00,2024-01-24 07:11:00,resolved,4,50,AGT056
TKT101411,ORD470965,CUST0269,DRV156,REST036,delivery,late,in_app,2024-09-30 13:16:00,2024-09-30 15:20:00,resolved,4,0,AGT040
TKT101412,ORD436107,CUST0297,DRV166,REST010,rider,rude,in_app,2024-05-16 12:03:00,2024-05-16 15:02:00,resolved,5,50,AGT035
TKT101413,ORD474662,CUST0420,DRV163,REST003,food,wrong_item,in_app,2024-10-13 05:33:00,2024-10-13 08:14:00,resolved,4,100,AGT095
TKT101414,ORD438659,CUST0245,DRV085,REST089,food,cold,call,2024-05-28 22:26:00,2024-05-28 22:44:00,resolved,2,0,AGT092
TKT101415,ORD431492,CUST0028,DRV125,REST051,food,wrong_item,email,2024-04-30 08:26:00,2024-04-30 09:38:00,resolved,5,100,AGT068
TKT101416,ORD434862,CUST0272,DRV100,REST017,food,wrong_item,email,2024-05-11 06:16:00,2024-05-11 08:53:00,resolved,5,100,AGT077
TKT101417,ORD404941,CUST0408,DRV172,REST033,food,cold,call,2024-01-18 00:31:00,2024-01-18 03:20:00,resolved,2,100,AGT010
TKT101418,ORD488110,CUST0375,DRV130,REST032,delivery,late,in_app,2024-12-05 10:47:00,2024-12-05 12:46:00,resolved,5,0,AGT088
TKT101419,ORD439609,CUST0334,DRV185,REST054,food,cold,call,2024-05-31 07:53:00,2024-05-31 10:43:00,resolved,2,0,AGT026
TKT101420,ORD432005,CUST0014,DRV181,REST016,payment,overcharged,email,2024-05-02 14:11:00,2024-05-02 15:34:00,resolved,3,0,AGT058
TKT101421,ORD457526,CUST0113,DRV157,REST085,delivery,late,email,2024-08-08 12:38:00,2024-08-08 15:10:00,resolved,3,0,AGT064
TKT101422,ORD446513,CUST0076,DRV005,REST070,food,wrong_item,call,2024-06-27 06:44:00,2024-06-27 08:24:00,resolved,4,0,AGT060
TKT101423,ORD457710,CUST0494,DRV147,REST061,rider,no_mask,email,2024-08-08 20:16:00,2024-08-08 21:20:00,resolved,2,50,AGT087
TKT101424,ORD424179,CUST0231,DRV185,REST007,payment,overcharged,email,2024-04-02 20:47:00,2024-04-02 21:27:00,resolved,5,50,AGT076
TKT101425,ORD492822,CUST0111,DRV057,REST078,payment,overcharged,in_app,2024-12-24 18:03:00,2024-12-24 19:57:00,resolved,1,50,AGT031
TKT101426,ORD463774,CUST0398,DRV200,REST082,rider,rude,in_app,2024-09-02 17:17:00,2024-09-02 18:29:00,resolved,3,0,AGT091
TKT101427,ORD457539,CUST0473,DRV102,REST006,rider,no_mask,call,2024-08-08 19:43:00,2024-08-08 21:51:00,resolved,3,50,AGT071
TKT101428,ORD484978,CUST0384,DRV002,REST073,payment,refund,in_app,2024-11-23 09:44:00,2024-11-23 12:21:00,resolved,3,50,AGT093
TKT101429,ORD441963,CUST0362,DRV035,REST017,payment,refund,in_app,2024-06-08 10:23:00,2024-06-08 12:04:00,resolved,1,0,AGT028
TKT101430,ORD488985,CUST0107,DRV199,REST069,food,wrong_item,call,2024-12-07 04:28:00,2024-12-07 05:05:00,resolved,2,0,AGT023
TKT101431,ORD456375,CUST0189,DRV188,REST051,food,cold,in_app,2024-08-05 00:55:00,2024-08-05 03:54:00,resolved,2,50,AGT052
TKT101432,ORD488115,CUST0091,DRV021,REST049,delivery,not_delivered,call,2024-12-05 18:08:00,2024-12-05 18:22:00,resolved,3,0,AGT042
TKT101433,ORD469148,CUST0030,DRV014,REST068,delivery,late,call,2024-09-23 23:44:00,2024-09-24 01:03:00,resolved,5,100,AGT100
TKT101434,ORD487683,CUST0169,DRV103,REST075,food,cold,email,2024-12-03 01:48:00,2024-12-03 04:21:00,resolved,5,50,AGT001
TKT101435,ORD406370,CUST0226,DRV011,REST068,rider,no_mask,call,2024-01-24 12:55:00,2024-01-24 15:43:00,resolved,5,100,AGT029
TKT101436,ORD410271,CUST0342,DRV098,REST099,rider,rude,email,2024-02-08 21:52:00,2024-02-08 23:52:00,resolved,5,0,AGT074
TKT101437,ORD461287,CUST0384,DRV143,REST047,rider,no_mask,call,2024-08-23 05:02:00,2024-08-23 06:31:00,resolved,4,50,AGT032
TKT101438,ORD413609,CUST0267,DRV081,REST088,food,cold,email,2024-02-20 10:03:00,2024-02-20 11:06:00,resolved,3,50,AGT078
TKT101439,ORD445660,CUST0287,DRV127,REST036,payment,refund,in_app,2024-06-24 00:12:00,2024-06-24 03:06:00,resolved,4,50,AGT048
TKT101440,ORD443008,CUST0158,DRV180,REST065,rider,no_mask,call,2024-06-12 14:37:00,2024-06-12 16:26:00,resolved,2,0,AGT028
TKT101441,ORD413800,CUST0028,DRV064,REST006,payment,refund,in_app,2024-02-21 18:12:00,2024-02-21 20:57:00,resolved,5,50,AGT075
TKT101442,ORD470061,CUST0207,DRV058,REST051,food,wrong_item,email,2024-09-26 18:43:00,2024-09-26 20:30:00,resolved,3,50,AGT086
TKT101443,ORD459400,CUST0303,DRV039,REST009,payment,overcharged,email,2024-08-14 07:01:00,2024-08-14 08:46:00,resolved,4,100,AGT083
TKT101444,ORD485053,CUST0159,DRV008,REST049,delivery,late,email,2024-11-23 18:59:00,2024-11-23 19:49:00,resolved,4,0,AGT005
TKT101445,ORD405158,CUST0087,DRV168,REST084,food,cold,in_app,2024-01-19 00:17:00,2024-01-19 00:44:00,resolved,3,50,AGT029
TKT101446,ORD474838,CUST0421,DRV091,REST055,delivery,late,email,2024-10-13 10:35:00,2024-10-13 11:59:00,resolved,4,50,AGT064
TKT101447,ORD400618,CUST0090,DRV138,REST093,payment,overcharged,call,2024-01-03 05:40:00,2024-01-03 06:28:00,resolved,3,100,AGT057
TKT101448,ORD410713,CUST0320,DRV106,REST049,payment,refund,call,2024-02-09 19:31:00,2024-02-09 21:37:00,resolved,4,0,AGT007
TKT101449,ORD467893,CUST0285,DRV009,REST016,delivery,late,email,2024-09-16 18:53:00,2024-09-16 19:40:00,resolved,4,50,AGT024
TKT101450,ORD476487,CUST0207,DRV058,REST073,rider,no_mask,call,2024-10-21 12:34:00,2024-10-21 14:47:00,resolved,2,50,AGT076
TKT101451,ORD441506,CUST0393,DRV067,REST078,delivery,late,email,2024-06-07 14:56:00,2024-06-07 16:39:00,resolved,3,50,AGT047
TKT101452,ORD453635,CUST0254,DRV085,REST084,delivery,not_delivered,call,2024-07-24 03:17:00,2024-07-24 03:27:00,resolved,5,0,AGT020
TKT101453,ORD427656,CUST0100,DRV080,REST039,rider,no_mask,call,2024-04-13 15:47:00,2024-04-13 18:26:00,resolved,5,0,AGT067
TKT101454,ORD462240,CUST0434,DRV118,REST090,delivery,not_delivered,email,2024-08-27 13:11:00,2024-08-27 15:27:00,resolved,1,50,AGT009
TKT101455,ORD473021,CUST0290,DRV004,REST017,payment,overcharged,call,2024-10-08 00:01:00,2024-10-08 00:14:00,resolved,3,0,AGT019
TKT101456,ORD466022,CUST0030,DRV044,REST057,payment,refund,in_app,2024-09-09 02:52:00,2024-09-09 04:24:00,resolved,2,0,AGT097
TKT101457,ORD431282,CUST0392,DRV149,REST034,payment,overcharged,in_app,2024-04-29 13:04:00,2024-04-29 14:51:00,resolved,4,0,AGT023
TKT101458,ORD465806,CUST0122,DRV045,REST020,rider,rude,call,2024-09-08 19:45:00,2024-09-08 22:04:00,resolved,3,50,AGT079
TKT101459,ORD416695,CUST0483,DRV182,REST100,rider,no_mask,in_app,2024-03-04 23:50:00,2024-03-05 02:39:00,resolved,1,50,AGT099
TKT101460,ORD468386,CUST0271,DRV129,REST073,payment,refund,call,2024-09-19 22:27:00,2024-09-19 22:40:00,resolved,2,100,AGT040
TKT101461,ORD406399,CUST0215,DRV146,REST025,rider,no_mask,call,2024-01-24 23:23:00,2024-01-25 01:11:00,resolved,5,50,AGT021
TKT101462,ORD480255,CUST0020,DRV115,REST070,delivery,late,email,2024-11-04 07:12:00,2024-11-04 10:10:00,resolved,5,50,AGT091
TKT101463,ORD427401,CUST0005,DRV017,REST028,delivery,late,call,2024-04-13 09:58:00,2024-04-13 12:45:00,resolved,5,50,AGT012
TKT101464,ORD475834,CUST0006,DRV100,REST001,delivery,late,call,2024-10-18 05:12:00,2024-10-18 06:21:00,resolved,5,50,AGT072
TKT101465,ORD487238,CUST0233,DRV053,REST073,food,wrong_item,call,2024-12-02 06:29:00,2024-12-02 09:02:00,resolved,2,0,AGT070
TKT101466,ORD420552,CUST0336,DRV188,REST098,payment,refund,email,2024-03-17 08:38:00,2024-03-17 10:51:00,resolved,2,100,AGT046
TKT101467,ORD453490,CUST0014,DRV122,REST060,payment,refund,email,2024-07-24 21:14:00,2024-07-24 23:41:00,resolved,2,100,AGT023
TKT101468,ORD431274,CUST0474,DRV154,REST098,rider,rude,call,2024-04-29 04:14:00,2024-04-29 06:01:00,resolved,1,0,AGT019
TKT101469,ORD472241,CUST0138,DRV151,REST095,delivery,not_delivered,email,2024-10-04 03:18:00,2024-10-04 03:29:00,resolved,5,0,AGT015
TKT101470,ORD481361,CUST0019,DRV011,REST075,payment,refund,in_app,2024-11-08 22:07:00,2024-11-09 00:59:00,resolved,1,50,AGT100
TKT101471,ORD405982,CUST0489,DRV173,REST048,delivery,late,call,2024-01-22 09:40:00,2024-01-22 10:52:00,resolved,4,100,AGT001
TKT101472,ORD467786,CUST0012,DRV104,REST080,delivery,not_delivered,call,2024-09-16 10:31:00,2024-09-16 13:12:00,resolved,4,50,AGT021
TKT101473,ORD446812,CUST0304,DRV060,REST096,food,wrong_item,email,2024-06-28 04:07:00,2024-06-28 05:53:00,resolved,1,50,AGT082
TKT101474,ORD419609,CUST0146,DRV122,REST090,payment,overcharged,call,2024-03-14 16:06:00,2024-03-14 19:06:00,resolved,5,100,AGT017
TKT101475,ORD400820,CUST0468,DRV187,REST019,food,wrong_item,email,2024-01-03 11:03:00,2024-01-03 11:48:00,resolved,5,0,AGT010
TKT101476,ORD422473,CUST0375,DRV063,REST005,delivery,late,in_app,2024-03-26 09:53:00,2024-03-26 10:56:00,resolved,3,0,AGT008
TKT101477,ORD478996,CUST0045,DRV057,REST086,food,cold,in_app,2024-10-31 08:28:00,2024-10-31 09:32:00,resolved,5,0,AGT053
TKT101478,ORD468400,CUST0189,DRV013,REST094,rider,rude,email,2024-09-19 22:21:00,2024-09-20 00:30:00,resolved,5,100,AGT028
TKT101479,ORD441790,CUST0484,DRV174,REST022,food,wrong_item,call,2024-06-08 08:22:00,2024-06-08 09:30:00,resolved,4,0,AGT100
TKT101480,ORD445825,CUST0072,DRV061,REST081,food,wrong_item,in_app,2024-06-24 21:09:00,2024-06-24 22:44:00,resolved,1,50,AGT064
TKT101481,ORD444336,CUST0231,DRV114,REST012,food,wrong_item,email,2024-06-17 08:09:00,2024-06-17 10:32:00,resolved,1,50,AGT078
TKT101482,ORD426689,CUST0061,DRV022,REST037,delivery,not_delivered,in_app,2024-04-10 19:54:00,2024-04-10 21:34:00,resolved,1,50,AGT007
TKT101483,ORD450885,CUST0416,DRV146,REST091,payment,overcharged,email,2024-07-12 21:28:00,2024-07-12 23:45:00,resolved,2,100,AGT007
TKT101484,ORD443345,CUST0193,DRV086,REST086,food,cold,in_app,2024-06-13 14:45:00,2024-06-13 16:16:00,resolved,4,50,AGT016
TKT101485,ORD453916,CUST0188,DRV198,REST050,delivery,late,in_app,2024-07-25 07:00:00,2024-07-25 07:40:00,resolved,5,100,AGT027
TKT101486,ORD409749,CUST0441,DRV020,REST015,delivery,not_delivered,call,2024-02-06 13:00:00,2024-02-06 14:35:00,resolved,3,50,AGT087
TKT101487,ORD473262,CUST0163,DRV051,REST022,food,wrong_item,email,2024-10-08 11:21:00,2024-10-08 14:10:00,resolved,3,50,AGT062
TKT101488,ORD437883,CUST0289,DRV032,REST075,rider,rude,in_app,2024-05-24 05:57:00,2024-05-24 08:46:00,resolved,4,0,AGT019
TKT101489,ORD492174,CUST0410,DRV026,REST073,food,wrong_item,in_app,2024-12-21 18:22:00,2024-12-21 18:49:00,resolved,3,50,AGT070
TKT101490,ORD476532,CUST0351,DRV006,REST072,payment,refund,in_app,2024-10-21 04:39:00,2024-10-21 04:52:00,resolved,5,50,AGT010
TKT101491,ORD412078,CUST0341,DRV043,REST058,payment,refund,in_app,2024-02-14 14:07:00,2024-02-14 15:01:00,resolved,2,100,AGT009
TKT101492,ORD459153,CUST0195,DRV044,REST003,rider,rude,call,2024-08-13 01:22:00,2024-08-13 02:44:00,resolved,4,0,AGT032
TKT101493,ORD467202,CUST0181,DRV191,REST032,payment,refund,email,2024-09-13 19:21:00,2024-09-13 21:11:00,resolved,2,100,AGT002
TKT101494,ORD450364,CUST0382,DRV040,REST021,payment,overcharged,call,2024-07-10 06:21:00,2024-07-10 06:39:00,resolved,2,100,AGT027
TKT101495,ORD427642,CUST0312,DRV047,REST037,rider,rude,email,2024-04-13 03:07:00,2024-04-13 05:04:00,resolved,1,100,AGT066
TKT101496,ORD444000,CUST0057,DRV192,REST044,delivery,not_delivered,in_app,2024-06-15 19:08:00,2024-06-15 20:55:00,resolved,1,50,AGT093
TKT101497,ORD439249,CUST0325,DRV062,REST097,food,cold,in_app,2024-05-30 11:43:00,2024-05-30 13:49:00,resolved,5,50,AGT006
TKT101498,ORD445460,CUST0242,DRV061,REST020,rider,no_mask,call,2024-06-22 22:46:00,2024-06-23 00:47:00,resolved,4,50,AGT007
TKT101499,ORD415484,CUST0186,DRV010,REST053,food,wrong_item,in_app,2024-02-29 16:26:00,2024-02-29 19:19:00,resolved,3,0,AGT006
TKT101500,ORD455708,CUST0045,DRV102,REST038,rider,rude,call,2024-08-01 15:56:00,2024-08-01 16:38:00,resolved,5,100,AGT027
TKT101501,ORD446649,CUST0491,DRV009,REST009,payment,overcharged,email,2024-06-27 23:09:00,2024-06-28 00:26:00,resolved,2,100,AGT080
TKT101502,ORD464168,CUST0096,DRV013,REST054,delivery,late,call,2024-09-03 20:27:00,2024-09-03 20:49:00,resolved,2,50,AGT008
TKT101503,ORD453131,CUST0491,DRV069,REST049,delivery,late,email,2024-07-23 00:50:00,2024-07-23 02:54:00,resolved,3,100,AGT093
TKT101504,ORD418829,CUST0064,DRV120,REST097,payment,refund,in_app,2024-03-11 03:46:00,2024-03-11 04:17:00,resolved,2,0,AGT078
TKT101505,ORD444573,CUST0261,DRV149,REST050,delivery,not_delivered,email,2024-06-18 16:25:00,2024-06-18 17:32:00,resolved,5,50,AGT025
TKT101506,ORD474145,CUST0142,DRV026,REST080,rider,no_mask,call,2024-10-11 07:56:00,2024-10-11 08:33:00,resolved,1,100,AGT100
TKT101507,ORD441881,CUST0080,DRV047,REST001,food,wrong_item,call,2024-06-08 22:46:00,2024-06-09 01:09:00,resolved,3,50,AGT058
TKT101508,ORD426711,CUST0136,DRV190,REST048,food,cold,in_app,2024-04-10 11:48:00,2024-04-10 14:34:00,resolved,2,0,AGT051
TKT101509,ORD420859,CUST0447,DRV095,REST071,delivery,not_delivered,call,2024-03-18 11:22:00,2024-03-18 14:08:00,resolved,4,50,AGT024
TKT101510,ORD489723,CUST0298,DRV153,REST098,rider,no_mask,in_app,2024-12-10 14:18:00,2024-12-10 16:59:00,resolved,2,0,AGT079
TKT101511,ORD446140,CUST0298,DRV012,REST064,rider,no_mask,call,2024-06-25 18:17:00,2024-06-25 18:59:00,resolved,1,50,AGT028
TKT101512,ORD474189,CUST0377,DRV108,REST023,payment,refund,email,2024-10-12 00:04:00,2024-10-12 00:34:00,resolved,4,100,AGT057
TKT101513,ORD493675,CUST0495,DRV179,REST078,rider,no_mask,email,2024-12-27 07:42:00,2024-12-27 08:32:00,resolved,2,50,AGT076
TKT101514,ORD429207,CUST0419,DRV030,REST026,rider,rude,call,2024-04-20 22:00:00,2024-04-20 23:06:00,resolved,3,0,AGT024
TKT101515,ORD481358,CUST0026,DRV037,REST032,rider,rude,call,2024-11-08 17:50:00,2024-11-08 19:06:00,resolved,4,0,AGT043
TKT101516,ORD413535,CUST0057,DRV181,REST035,delivery,late,in_app,2024-02-20 10:12:00,2024-02-20 11:10:00,resolved,2,0,AGT026
TKT101517,ORD429946,CUST0166,DRV027,REST012,food,wrong_item,email,2024-04-23 08:16:00,2024-04-23 09:18:00,resolved,5,100,AGT005
TKT101518,ORD407841,CUST0124,DRV060,REST045,payment,overcharged,email,2024-01-30 00:46:00,2024-01-30 03:06:00,resolved,4,100,AGT013
TKT101519,ORD474239,CUST0078,DRV131,REST005,payment,refund,call,2024-10-11 06:01:00,2024-10-11 08:26:00,resolved,4,0,AGT025
TKT101520,ORD475974,CUST0296,DRV183,REST063,rider,rude,email,2024-10-18 16:10:00,2024-10-18 18:51:00,resolved,2,0,AGT097
TKT101521,ORD427964,CUST0368,DRV144,REST059,rider,rude,in_app,2024-04-15 11:58:00,2024-04-15 14:02:00,resolved,3,100,AGT060
TKT101522,ORD433446,CUST0397,DRV149,REST078,delivery,late,in_app,2024-05-07 05:24:00,2024-05-07 05:39:00,resolved,3,0,AGT062
TKT101523,ORD404367,CUST0065,DRV042,REST068,payment,overcharged,call,2024-01-15 15:37:00,2024-01-15 17:43:00,resolved,3,50,AGT080
TKT101524,ORD442142,CUST0490,DRV147,REST012,delivery,not_delivered,call,2024-06-09 20:15:00,2024-06-09 20:48:00,resolved,3,100,AGT048
TKT101525,ORD405393,CUST0273,DRV189,REST097,rider,rude,email,2024-01-19 10:46:00,2024-01-19 11:25:00,resolved,1,100,AGT094
TKT101526,ORD408619,CUST0295,DRV195,REST014,food,cold,call,2024-02-02 01:54:00,2024-02-02 02:05:00,resolved,1,100,AGT084
TKT101527,ORD430833,CUST0468,DRV152,REST032,delivery,late,in_app,2024-04-27 01:42:00,2024-04-27 02:10:00,resolved,3,50,AGT048
TKT101528,ORD410540,CUST0236,DRV010,REST011,delivery,not_delivered,email,2024-02-09 02:25:00,2024-02-09 04:04:00,resolved,3,50,AGT024
TKT101529,ORD435619,CUST0206,DRV153,REST018,payment,overcharged,email,2024-05-14 08:18:00,2024-05-14 10:48:00,resolved,5,0,AGT014
TKT101530,ORD432042,CUST0082,DRV170,REST047,rider,rude,in_app,2024-05-02 17:54:00,2024-05-02 18:26:00,resolved,3,50,AGT089
TKT101531,ORD443572,CUST0438,DRV059,REST098,delivery,not_delivered,call,2024-06-14 03:02:00,2024-06-14 04:28:00,resolved,4,0,AGT076
TKT101532,ORD445012,CUST0495,DRV165,REST024,rider,rude,call,2024-06-20 10:42:00,2024-06-20 11:53:00,resolved,2,0,AGT027
TKT101533,ORD428256,CUST0244,DRV139,REST068,delivery,not_delivered,in_app,2024-04-16 17:29:00,2024-04-16 19:50:00,resolved,1,100,AGT015
TKT101534,ORD456599,CUST0155,DRV010,REST059,rider,rude,call,2024-08-05 09:47:00,2024-08-05 09:59:00,resolved,2,50,AGT047
TKT101535,ORD454791,CUST0469,DRV124,REST058,rider,rude,email,2024-07-29 01:09:00,2024-07-29 02:20:00,resolved,5,0,AGT011
TKT101536,ORD460157,CUST0409,DRV106,REST036,food,cold,in_app,2024-08-18 13:45:00,2024-08-18 14:59:00,resolved,5,0,AGT068
TKT101537,ORD443559,CUST0418,DRV150,REST030,food,cold,call,2024-06-14 04:19:00,2024-06-14 04:34:00,resolved,3,0,AGT077
TKT101538,ORD414499,CUST0164,DRV040,REST086,rider,rude,call,2024-02-24 03:21:00,2024-02-24 06:16:00,resolved,1,0,AGT085
TKT101539,ORD431587,CUST0192,DRV033,REST017,food,wrong_item,in_app,2024-04-30 02:28:00,2024-04-30 04:46:00,resolved,1,50,AGT008
TKT101540,ORD460965,CUST0105,DRV086,REST051,delivery,late,in_app,2024-08-21 08:17:00,2024-08-21 10:32:00,resolved,4,100,AGT030
TKT101541,ORD421217,CUST0386,DRV131,REST083,delivery,late,email,2024-03-20 16:34:00,2024-03-20 19:03:00,resolved,3,100,AGT032
TKT101542,ORD488219,CUST0453,DRV057,REST065,payment,overcharged,email,2024-12-05 17:35:00,2024-12-05 20:09:00,resolved,3,0,AGT019
TKT101543,ORD433090,CUST0197,DRV022,REST017,delivery,not_delivered,email,2024-05-05 15:30:00,2024-05-05 17:22:00,resolved,5,100,AGT018
TKT101544,ORD446407,CUST0213,DRV088,REST011,food,cold,email,2024-06-27 01:22:00,2024-06-27 02:34:00,resolved,1,100,AGT046
TKT101545,ORD431053,CUST0012,DRV144,REST012,delivery,late,call,2024-04-28 19:55:00,2024-04-28 20:54:00,resolved,2,50,AGT035
TKT101546,ORD405638,CUST0228,DRV117,REST070,food,cold,call,2024-01-20 23:11:00,2024-01-21 00:47:00,resolved,4,0,AGT021
TKT101547,ORD461151,CUST0193,DRV165,REST076,rider,no_mask,in_app,2024-08-22 10:03:00,2024-08-22 12:14:00,resolved,4,0,AGT094
TKT101548,ORD453180,CUST0411,DRV042,REST058,payment,overcharged,in_app,2024-07-22 02:53:00,2024-07-22 04:52:00,resolved,4,0,AGT037
TKT101549,ORD416615,CUST0310,DRV021,REST064,delivery,late,in_app,2024-03-04 09:39:00,2024-03-04 11:15:00,resolved,4,50,AGT093
TKT101550,ORD436935,CUST0025,DRV132,REST022,payment,overcharged,call,2024-05-21 00:34:00,2024-05-21 02:16:00,resolved,2,0,AGT030
