log_id,ticket_id,status,status_datetime,agent_id
1022,TKT100510,resolved,2024-09-26 17:16:00,AGT028
1023,TKT100511,opened,2024-12-30 15:35:00,AGT027
1024,TKT100511,resolved,2024-12-30 17:29:00,AGT027
1025,TKT100512,opened,2024-04-15 08:25:00,AGT078
1026,TKT100512,resolved,2024-04-15 10:08:00,AGT078
1027,TKT100513,opened,2024-05-25 18:28:00,AGT095
1028,TKT100513,resolved,2024-05-25 19:47:00,AGT095
1029,TKT100514,opened,2024-02-15 05:42:00,AGT011
1030,TKT100514,resolved,2024-02-15 06:39:00,AGT011
1031,TKT100515,opened,2024-06-12 05:23:00,AGT002
1032,TKT100515,resolved,2024-06-12 05:52:00,AGT002
1033,TKT100516,opened,2024-06-13 22:46:00,AGT099
1034,TKT100516,resolved,2024-06-13 22:56:00,AGT099
1035,TKT100517,opened,2024-02-03 19:10:00,AGT046
1036,TKT100517,resolved,2024-02-03 21:43:00,AGT046
1037,TKT100518,opened,2024-09-09 22:17:00,AGT053
1038,TKT100518,resolved,2024-09-09 23:02:00,AGT053
1039,TKT100519,opened,2024-12-06 07:52:00,AGT057
1040,TKT100519,resolved,2024-12-06 08:56:00,AGT057
1041,TKT100520,opened,2024-12-21 09:57:00,AGT069
1042,TKT100520,resolved,2024-12-21 12:40:00,AGT069
1043,TKT100521,opened,2024-11-18 17:45:00,AGT017
1044,TKT100521,resolved,2024-11-18 19:25:00,AGT017
1045,TKT100522,opened,2024-03-07 21:41:00,AGT046
1046,TKT100522,resolved,2024-03-07 22:05:00,AGT046
1047,TKT100523,opened,2024-02-11 10:16:00,AGT045
1048,TKT100523,resolved,2024-02-11 13:03:00,AGT045
1049,TKT100524,opened,2024-10-14 05:54:00,AGT021
1050,TKT100524,resolved,2024-10-14 07:11:00,AGT021
1051,TKT100525,opened,2024-05-21 03:44:00,AGT031
1052,TKT100525,resolved,2024-05-21 06:23:00,AGT031
1053,TKT100526,opened,2024-05-31 07:46:00,AGT025
1054,TKT100526,resolved,2024-05-31 10:14:00,AGT025
1055,TKT100527,opened,2024-05-18 01:28:00,AGT091
1056,TKT100527,resolved,2024-05-18 02:39:00,AGT091
1057,TKT100528,opened,2024-04-02 23:36:00,AGT086
1058,TKT100528,resolved,2024-04-03 01:32:00,AGT086
1059,TKT100529,opened,2024-01-18 13:34:00,AGT012
1060,TKT100529,resolved,2024-01-18 14:13:00,AGT012
1061,TKT100530,opened,2024-12-27 14:50:00,AGT071
1062,TKT100530,resolved,2024-12-27 15:42:00,AGT071
1063,TKT100531,opened,2024-02-02 11:29:00,AGT088
1064,TKT100531,resolved,2024-02-02 12:10:00,AGT088
1065,TKT100532,opened,2024-05-12 06:59:00,AGT066
1066,TKT100532,resolved,2024-05-12 09:55:00,AGT066
1067,TKT100533,opened,2024-08-06 12:15:00,AGT098
1068,TKT100533,resolved,2024-08-06 15:13:00,AGT098
1069,TKT100534,opened,2024-02-16 03:39:00,AGT013
1070,TKT100534,resolved,2024-02-16 04:00:00,AGT013
1071,TKT100535,opened,2024-02-05 13:19:00,AGT050
1072,TKT100535,resolved,2024-02-05 14:12:00,AGT050
1073,TKT100536,opened,2024-09-09 01:10:00,AGT033
1074,TKT100536,resolved,2024-09-09 02:54:00,AGT033
1075,TKT100537,opened,2024-05-07 14:17:00,AGT029
1076,TKT100537,resolved,2024-05-07 14:28:00,AGT029
1077,TKT100538,opened,2024-04-09 22:45:00,AGT080
1078,TKT100538,resolved,2024-04-10 01:00:00,AGT080
1079,TKT100539,opened,2024-05-22 17:51:00,AGT091
1080,TKT100539,resolved,2024-05-22 18:40:00,AGT091
1081,TKT100540,opened,2024-02-14 23:41:00,AGT061
1082,TKT100540,resolved,2024-02-15 00:17:00,AGT061
1083,TKT100541,opened,2024-09-23 11:13:00,AGT074
1084,TKT100541,resolved,2024-09-23 13:09:00,AGT074
1085,TKT100542,opened,2024-12-23 13:27:00,AGT013
1086,TKT100542,resolved,2024-12-23 14:34:00,AGT013
1087,TKT100543,opened,2024-05-28 23:41:00,AGT097
1088,TKT100543,resolved,2024-05-29 02:00:00,AGT097
1089,TKT100544,opened,2024-03-19 21:48:00,AGT033
1090,TKT100544,resolved,2024-03-19 22:33:00,AGT033
1091,TKT100545,opened,2024-07-03 17:00:00,AGT066
1092,TKT100545,resolved,2024-07-03 18:29:00,AGT066
1093,TKT100546,opened,2024-04-13 07:23:00,AGT067
1094,TKT100546,resolved,2024-04-13 10:03:00,AGT067
1095,TKT100547,opened,2024-05-22 06:15:00,AGT022
1096,TKT100547,resolved,2024-05-22 08:44:00,AGT022
1097,TKT100548,opened,2024-07-27 10:45:00,AGT054
1098,TKT100548,resolved,2024-07-27 12:37:00,AGT054
1099,TKT100549,opened,2024-10-22 06:42:00,AGT015
1100,TKT100549,resolved,2024-10-22 07:41:00,AGT015
1101,TKT100550,opened,2024-04-07 05:21:00,AGT093
1102,TKT100550,resolved,2024-04-07 06:22:00,AGT093
1103,TKT100551,opened,2024-09-13 09:21:00,AGT094
1104,TKT100551,resolved,2024-09-13 11:41:00,AGT094
1105,TKT100552,opened,2024-06-25 21:42:00,AGT033
1106,TKT100552,resolved,2024-06-26 00:05:00,AGT033
1107,TKT100553,opened,2024-09-08 01:35:00,AGT070
1108,TKT100553,resolved,2024-09-08 04:29:00,AGT070
1109,TKT100554,opened,2024-07-01 02:58:00,AGT030
1110,TKT100554,resolved,2024-07-01 04:36:00,AGT030
1111,TKT100555,opened,2024-07-25 02:23:00,AGT014
1112,TKT100555,resolved,2024-07-25 03:14:00,AGT014
1113,TKT100556,opened,2024-05-16 10:18:00,AGT061
1114,TKT100556,resolved,2024-05-16 12:36:00,AGT061
1115,TKT100557,opened,2024-03-23 19:19:00,AGT076
1116,TKT100557,resolved,2024-03-23 20:41:00,AGT076
1117,TKT100558,opened,2024-04-28 19:12:00,AGT016
1118,TKT100558,resolved,2024-04-28 19:40:00,AGT016
1119,TKT100559,opened,2024-03-29 08:18:00,AGT040
1120,TKT100559,resolved,2024-03-29 09:36:00,AGT040
1121,TKT100560,opened,2024-04-30 10:58:00,AGT021
1122,TKT100560,resolved,2024-04-30 12:18:00,AGT021
1123,TKT100561,opened,2024-08-19 10:02:00,AGT047
1124,TKT100561,resolved,2024-08-19 12:47:00,AGT047
1125,TKT100562,opened,2024-06-06 03:22:00,AGT033
1126,TKT100562,resolved,2024-06-06 05:50:00,AGT033
1127,TKT100563,opened,2024-06-08 19:57:00,AGT046
1128,TKT100563,resolved,2024-06-08 21:17:00,AGT046
1129,TKT100564,opened,2024-04-09 06:43:00,AGT063
1130,TKT100564,resolved,2024-04-09 07:19:00,AGT063
1131,TKT100565,opened,2024-03-31 18:41:00,AGT001
1132,TKT100565,resolved,2024-03-31 19:51:00,AGT001
1133,TKT100566,opened,2024-10-31 20:34:00,AGT061
1134,TKT100566,resolved,2024-10-31 20:44:00,AGT061
1135,TKT100567,opened,2024-11-19 15:35:00,AGT060
1136,TKT100567,resolved,2024-11-19 17:04:00,AGT060
1137,TKT100568,opened,2024-10-13 05:54:00,AGT022
1138,TKT100568,resolved,2024-10-13 06:51:00,AGT022
1139,TKT100569,opened,2024-02-26 14:15:00,AGT027
1140,TKT100569,resolved,2024-02-26 15:42:00,AGT027
1141,TKT100570,opened,2024-05-27 09:40:00,AGT077
1142,TKT100570,resolved,2024-05-27 11:41:00,AGT077
1143,TKT100571,opened,2024-07-30 22:45:00,AGT068
1144,TKT100571,resolved,2024-07-30 23:33:00,AGT068
1145,TKT100572,opened,2024-07-22 04:17:00,AGT010
1146,TKT100572,resolved,2024-07-22 06:50:00,AGT010
1147,TKT100573,opened,2024-11-07 00:26:00,AGT057
1148,TKT100573,resolved,2024-11-07 01:47:00,AGT057
1149,TKT100574,opened,2024-12-18 00:04:00,AGT094
1150,TKT100574,resolved,2024-12-18 01:28:00,AGT094
1151,TKT100575,opened,2024-10-06 05:33:00,AGT024
1152,TKT100575,resolved,2024-10-06 06:12:00,AGT024
1153,TKT100576,opened,2024-03-11 23:09:00,AGT076
1154,TKT100576,resolved,2024-03-11 23:20:00,AGT076
1155,TKT100577,opened,2024-03-06 01:57:00,AGT065
1156,TKT100577,resolved,2024-03-06 03:53:00,AGT065
1157,TKT100578,opened,2024-05-06 10:16:00,AGT095
1158,TKT100578,resolved,2024-05-06 11:19:00,AGT095
1159,TKT100579,opened,2024-09-27 11:18:00,AGT056
1160,TKT100579,resolved,2024-09-27 13:08:00,AGT056
1161,TKT100580,opened,2024-04-03 00:51:00,AGT097
1162,TKT100580,resolved,2024-04-03 02:21:00,AGT097
1163,TKT100581,opened,2024-11-11 00:22:00,AGT025
1164,TKT100581,resolved,2024-11-11 02:45:00,AGT025
1165,TKT100582,opened,2024-12-03 21:25:00,AGT084
1166,TKT100582,resolved,2024-12-03 21:44:00,AGT084
1167,TKT100583,opened,2024-01-07 05:32:00,AGT062
1168,TKT100583,resolved,2024-01-07 08:05:00,AGT062
1169,TKT100584,opened,2024-04-11 18:47:00,AGT055
1170,TKT100584,resolved,2024-04-11 19:11:00,AGT055
1171,TKT100585,opened,2024-10-25 05:33:00,AGT042
1172,TKT100585,resolved,2024-10-25 07:49:00,AGT042
1173,TKT100586,opened,2024-12-29 15:42:00,AGT032
1174,TKT100586,resolved,2024-12-29 18:33:00,AGT032
1175,TKT100587,opened,2024-03-31 23:37:00,AGT055
1176,TKT100587,resolved,2024-04-01 00:42:00,AGT055
1177,TKT100588,opened,2024-12-10 17:55:00,AGT030
1178,TKT100588,resolved,2024-12-10 18:18:00,AGT030
1179,TKT100589,opened,2024-07-19 22:42:00,AGT030
1180,TKT100589,resolved,2024-07-20 00:30:00,AGT030
1181,TKT100590,opened,2024-04-20 09:11:00,AGT093
1182,TKT100590,resolved,2024-04-20 09:35:00,AGT093
1183,TKT100591,opened,2024-12-27 01:37:00,AGT018
1184,TKT100591,resolved,2024-12-27 02:14:00,AGT018
1185,TKT100592,opened,2024-03-08 09:13:00,AGT085
1186,TKT100592,resolved,2024-03-08 11:36:00,AGT085
1187,TKT100593,opened,2024-08-02 17:36:00,AGT048
1188,TKT100593,resolved,2024-08-02 19:51:00,AGT048
1189,TKT100594,opened,2024-01-01 08:39:00,AGT047
1190,TKT100594,resolved,2024-01-01 09:56:00,AGT047
1191,TKT100595,opened,2024-11-01 20:48:00,AGT057
1192,TKT100595,resolved,2024-11-01 22:47:00,AGT057
1193,TKT100596,opened,2024-06-02 20:47:00,AGT085
1194,TKT100596,resolved,2024-06-02 23:36:00,AGT085
1195,TKT100597,opened,2024-03-05 17:33:00,AGT037
1196,TKT100597,resolved,2024-03-05 20:29:00,AGT037
1197,TKT100598,opened,2024-10-13 14:32:00,AGT085
1198,TKT100598,resolved,2024-10-13 15:13:00,AGT085
1199,TKT100599,opened,2024-08-29 05:38:00,AGT040
1200,TKT100599,resolved,2024-08-29 07:18:00,AGT040
1201,TKT100600,opened,2024-02-05 19:02:00,AGT026
1202,TKT100600,resolved,2024-02-05 21:14:00,AGT026
1203,TKT100601,opened,2024-11-05 05:12:00,AGT016
1204,TKT100601,resolved,2024-11-05 05:30:00,AGT016
1205,TKT100602,opened,2024-02-27 18:29:00,AGT034
1206,TKT100602,resolved,2024-02-27 21:12:00,AGT034
1207,TKT100603,opened,2024-05-05 22:00:00,AGT029
1208,TKT100603,resolved,2024-05-05 22:35:00,AGT029
1209,TKT100604,opened,2024-04-30 18:33:00,AGT015
1210,TKT100604,resolved,2024-04-30 20:58:00,AGT015
1211,TKT100605,opened,2024-07-13 16:04:00,AGT031
1212,TKT100605,resolved,2024-07-13 17:49:00,AGT031
1213,TKT100606,opened,2024-08-19 18:38:00,AGT075
1214,TKT100606,resolved,2024-08-19 19:58:00,AGT075
1215,TKT100607,opened,2024-08-10 22:12:00,AGT010
1216,TKT100607,resolved,2024-08-10 23:20:00,AGT010
1217,TKT100608,opened,2024-01-28 11:26:00,AGT029
1218,TKT100608,resolved,2024-01-28 12:56:00,AGT029
1219,TKT100609,opened,2024-09-08 18:40:00,AGT008
1220,TKT100609,resolved,2024-09-08 21:24:00,AGT008
1221,TKT100610,opened,2024-12-10 17:08:00,AGT045
1222,TKT100610,resolved,2024-12-10 17:46:00,AGT045
1223,TKT100611,opened,2024-09-14 18:24:00,AGT063
1224,TKT100611,resolved,2024-09-14 21:03:00,AGT063
1225,TKT100612,opened,2024-01-04 01:51:00,AGT050
1226,TKT100612,resolved,2024-01-04 03:09:00,AGT050
1227,TKT100613,opened,2024-06-26 17:58:00,AGT013
1228,TKT100613,resolved,2024-06-26 20:02:00,AGT013
1229,TKT100614,opened,2024-06-15 04:08:00,AGT055
1230,TKT100614,resolved,2024-06-15 05:03:00,AGT055
1231,TKT100615,opened,2024-12-18 04:03:00,AGT046
1232,TKT100615,resolved,2024-12-18 04:28:00,AGT046
1233,TKT100616,opened,2024-06-03 02:56:00,AGT039
1234,TKT100616,resolved,2024-06-03 03:32:00,AGT039
1235,TKT100617,opened,2024-03-05 00:48:00,AGT060
1236,TKT100617,resolved,2024-03-05 03:04:00,AGT060
1237,TKT100618,opened,2024-05-05 13:06:00,AGT067
1238,TKT100618,resolved,2024-05-05 15:25:00,AGT067
1239,TKT100619,opened,2024-02-19 12:55:00,AGT087
1240,TKT100619,resolved,2024-02-19 14:38:00,AGT087
1241,TKT100620,opened,2024-05-26 09:36:00,AGT040
1242,TKT100620,resolved,2024-05-26 12:35:00,AGT040
1243,TKT100621,opened,2024-05-25 09:15:00,AGT089
1244,TKT100621,resolved,2024-05-25 09:31:00,AGT089
1245,TKT100622,opened,2024-11-19 20:16:00,AGT014
1246,TKT100622,resolved,2024-11-19 20:51:00,AGT014
1247,TKT100623,opened,2024-04-24 09:39:00,AGT036
1248,TKT100623,resolved,2024-04-24 10:45:00,AGT036
1249,TKT100624,opened,2024-12-18 02:24:00,AGT030
1250,TKT100624,resolved,2024-12-18 04:14:00,AGT030
1251,TKT100625,opened,2024-06-27 20:48:00,AGT010
1252,TKT100625,resolved,2024-06-27 22:58:00,AGT010
1253,TKT100626,opened,2024-07-04 02:56:00,AGT058
1254,TKT100626,resolved,2024-07-04 03:46:00,AGT058
1255,TKT100627,opened,2024-02-20 14:13:00,AGT022
1256,TKT100627,resolved,2024-02-20 14:35:00,AGT022
1257,TKT100628,opened,2024-06-22 04:04:00,AGT098
1258,TKT100628,resolved,2024-06-22 06:48:00,AGT098
1259,TKT100629,opened,2024-01-18 23:43:00,AGT098
1260,TKT100629,resolved,2024-01-19 02:13:00,AGT098
1261,TKT100630,opened,2024-08-09 01:19:00,AGT055
1262,TKT100630,resolved,2024-08-09 03:30:00,AGT055
1263,TKT100631,opened,2024-07-11 05:28:00,AGT097
1264,TKT100631,resolved,2024-07-11 07:36:00,AGT097
1265,TKT100632,opened,2024-10-22 13:28:00,AGT092
1266,TKT100632,resolved,2024-10-22 14:29:00,AGT092
1267,TKT100633,opened,2024-02-28 08:35:00,AGT030
1268,TKT100633,resolved,2024-02-28 09:17:00,AGT030
1269,TKT100634,opened,2024-03-18 07:53:00,AGT036
1270,TKT100634,resolved,2024-03-18 09:46:00,AGT036
1271,TKT100635,opened,2024-04-08 00:42:00,AGT042
1272,TKT100635,resolved,2024-04-08 02:06:00,AGT042
1273,TKT100636,opened,2024-07-16 07:27:00,AGT010
1274,TKT100636,resolved,2024-07-16 10:16:00,AGT010
1275,TKT100637,opened,2024-09-03 17:47:00,AGT039
1276,TKT100637,resolved,2024-09-03 19:57:00,AGT039
1277,TKT100638,opened,2024-04-10 19:44:00,AGT088
1278,TKT100638,resolved,2024-04-10 21:52:00,AGT088
1279,TKT100639,opened,2024-01-18 01:20:00,AGT069
1280,TKT100639,resolved,2024-01-18 03:26:00,AGT069
1281,TKT100640,opened,2024-07-28 05:56:00,AGT012
1282,TKT100640,resolved,2024-07-28 07:22:00,AGT012
1283,TKT100641,opened,2024-07-07 02:42:00,AGT036
1284,TKT100641,resolved,2024-07-07 04:23:00,AGT036
1285,TKT100642,opened,2024-04-25 19:06:00,AGT034
1286,TKT100642,resolved,2024-04-25 19:40:00,AGT034
1287,TKT100643,opened,2024-07-24 13:32:00,AGT054
1288,TKT100643,resolved,2024-07-24 14:19:00,AGT054
1289,TKT100644,opened,2024-01-08 08:43:00,AGT053
1290,TKT100644,resolved,2024-01-08 09:53:00,AGT053
1291,TKT100645,opened,2024-08-03 01:50:00,AGT051
1292,TKT100645,resolved,2024-08-03 03:51:00,AGT051
1293,TKT100646,opened,2024-05-02 09:06:00,AGT036
1294,TKT100646,resolved,2024-05-02 10:55:00,AGT036
1295,TKT100647,opened,2024-05-18 04:34:00,AGT044
1296,TKT100647,resolved,2024-05-18 06:11:00,AGT044
1297,TKT100648,opened,2024-06-04 07:25:00,AGT099
1298,TKT100648,resolved,2024-06-04 10:10:00,AGT099
1299,TKT100649,opened,2024-12-04 16:52:00,AGT046
1300,TKT100649,resolved,2024-12-04 18:28:00,AGT046
1301,TKT100650,opened,2024-01-07 10:50:00,AGT092
1302,TKT100650,resolved,2024-01-07 13:38:00,AGT092
1303,TKT100651,opened,2024-05-21 20:09:00,AGT082
1304,TKT100651,resolved,2024-05-21 22:29:00,AGT082
1305,TKT100652,opened,2024-08-08 12:19:00,AGT003
1306,TKT100652,resolved,2024-08-08 14:52:00,AGT003
1307,TKT100653,opened,2024-01-22 16:33:00,AGT084
1308,TKT100653,resolved,2024-01-22 17:21:00,AGT084
1309,TKT100654,opened,2024-05-14 00:40:00,AGT093
1310,TKT100654,resolved,2024-05-14 02:30:00,AGT093
1311,TKT100655,opened,2024-07-19 00:08:00,AGT010
1312,TKT100655,resolved,2024-07-19 00:55:00,AGT010
1313,TKT100656,opened,2024-10-15 23:10:00,AGT031
1314,TKT100656,resolved,2024-10-16 00:54:00,AGT031
1315,TKT100657,opened,2024-03-31 08:55:00,AGT012
1316,TKT100657,resolved,2024-03-31 10:30:00,AGT012
1317,TKT100658,opened,2024-01-10 02:24:00,AGT011
1318,TKT100658,resolved,2024-01-10 04:07:00,AGT011
1319,TKT100659,opened,2024-07-09 01:10:00,AGT055
1320,TKT100659,resolved,2024-07-09 01:46:00,AGT055
1321,TKT100660,opened,2024-06-22 03:02:00,AGT071
1322,TKT100660,resolved,2024-06-22 05:04:00,AGT071
1323,TKT100661,opened,2024-02-24 15:51:00,AGT040
1324,TKT100661,resolved,2024-02-24 17:31:00,AGT040
1325,TKT100662,opened,2024-09-04 01:19:00,AGT031
1326,TKT100662,resolved,2024-09-04 03:50:00,AGT031
1327,TKT100663,opened,2024-08-22 00:38:00,AGT074
1328,TKT100663,resolved,2024-08-22 01:50:00,AGT074
1329,TKT100664,opened,2024-09-21 04:55:00,AGT077
1330,TKT100664,resolved,2024-09-21 05:51:00,AGT077
1331,TKT100665,opened,2024-02-22 12:13:00,AGT094
1332,TKT100665,resolved,2024-02-22 14:52:00,AGT094
1333,TKT100666,opened,2024-11-01 14:09:00,AGT029
1334,TKT100666,resolved,2024-11-01 16:09:00,AGT029
1335,TKT100667,opened,2024-02-03 13:10:00,AGT007
1336,TKT100667,resolved,2024-02-03 14:45:00,AGT007
1337,TKT100668,opened,2024-05-02 23:04:00,AGT021
1338,TKT100668,resolved,2024-05-03 01:49:00,AGT021
1339,TKT100669,opened,2024-08-13 21:57:00,AGT065
1340,TKT100669,resolved,2024-08-13 22:32:00,AGT065
1341,TKT100670,opened,2024-10-15 06:17:00,AGT002
1342,TKT100670,resolved,2024-10-15 08:16:00,AGT002
1343,TKT100671,opened,2024-01-18 00:37:00,AGT043
1344,TKT100671,resolved,2024-01-18 02:36:00,AGT043
1345,TKT100672,opened,2024-10-02 13:08:00,AGT087
1346,TKT100672,resolved,2024-10-02 13:40:00,AGT087
1347,TKT100673,opened,2024-04-07 09:52:00,AGT031
1348,TKT100673,resolved,2024-04-07 10:45:00,AGT031
1349,TKT100674,opened,2024-07-09 10:03:00,AGT025
1350,TKT100674,resolved,2024-07-09 12:00:00,AGT025
1351,TKT100675,opened,2024-01-10 18:58:00,AGT074
1352,TKT100675,resolved,2024-01-10 20:20:00,AGT074
1353,TKT100676,opened,2024-07-06 09:49:00,AGT049
1354,TKT100676,resolved,2024-07-06 11:54:00,AGT049
1355,TKT100677,opened,2024-03-23 09:38:00,AGT093
1356,TKT100677,resolved,2024-03-23 09:51:00,AGT093
1357,TKT100678,opened,2024-10-03 08:46:00,AGT010
1358,TKT100678,resolved,2024-10-03 11:19:00,AGT010
1359,TKT100679,opened,2024-09-20 12:10:00,AGT041
1360,TKT100679,resolved,2024-09-20 13:09:00,AGT041
1361,TKT100680,opened,2024-05-02 00:30:00,AGT037
1362,TKT100680,resolved,2024-05-02 02:29:00,AGT037
1363,TKT100681,opened,2024-03-23 14:50:00,AGT080
1364,TKT100681,resolved,2024-03-23 16:35:00,AGT080
1365,TKT100682,opened,2024-09-15 13:01:00,AGT083
1366,TKT100682,resolved,2024-09-15 15:25:00,AGT083
1367,TKT100683,opened,2024-07-25 11:59:00,AGT066
1368,TKT100683,resolved,2024-07-25 13:12:00,AGT066
1369,TKT100684,opened,2024-12-26 21:29:00,AGT021
1370,TKT100684,resolved,2024-12-27 00:07:00,AGT021
1371,TKT100685,opened,2024-02-06 02:26:00,AGT070
1372,TKT100685,resolved,2024-02-06 04:59:00,AGT070
1373,TKT100686,opened,2024-11-09 02:07:00,AGT040
1374,TKT100686,resolved,2024-11-09 03:13:00,AGT040
1375,TKT100687,opened,2024-05-10 00:21:00,AGT003
1376,TKT100687,resolved,2024-05-10 02:50:00,AGT003
1377,TKT100688,opened,2024-03-27 07:04:00,AGT011
1378,TKT100688,resolved,2024-03-27 10:00:00,AGT011
1379,TKT100689,opened,2024-07-23 02:02:00,AGT036
1380,TKT100689,resolved,2024-07-23 02:43:00,AGT036
1381,TKT100690,opened,2024-10-17 01:47:00,AGT044
1382,TKT100690,resolved,2024-10-17 02:14:00,AGT044
1383,TKT100691,opened,2024-06-19 20:40:00,AGT080
1384,TKT100691,resolved,2024-06-19 20:57:00,AGT080
1385,TKT100692,opened,2024-02-06 14:59:00,AGT092
1386,TKT100692,resolved,2024-02-06 15:37:00,AGT092
1387,TKT100693,opened,2024-04-11 09:29:00,AGT087
1388,TKT100693,resolved,2024-04-11 10:43:00,AGT087
1389,TKT100694,opened,2024-02-04 02:24:00,AGT027
1390,TKT100694,resolved,2024-02-04 03:20:00,AGT027
1391,TKT100695,opened,2024-07-11 16:05:00,AGT054
1392,TKT100695,resolved,2024-07-11 16:56:00,AGT054
1393,TKT100696,opened,2024-04-28 03:37:00,AGT084
1394,TKT100696,resolved,2024-04-28 04:27:00,AGT084
1395,TKT100697,opened,2024-12-29 20:43:00,AGT043
1396,TKT100697,resolved,2024-12-29 23:05:00,AGT043
1397,TKT100698,opened,2024-07-01 11:26:00,AGT099
1398,TKT100698,resolved,2024-07-01 11:46:00,AGT099
1399,TKT100699,opened,2024-06-03 07:07:00,AGT025
1400,TKT100699,resolved,2024-06-03 10:02:00,AGT025
1401,TKT100700,opened,2024-10-19 22:23:00,AGT056
1402,TKT100700,resolved,2024-10-19 23:29:00,AGT056
1403,TKT100701,opened,2024-06-14 12:08:00,AGT051
1404,TKT100701,resolved,2024-06-14 13:40:00,AGT051
1405,TKT100702,opened,2024-08-04 06:11:00,AGT003
1406,TKT100702,resolved,2024-08-04 07:16:00,AGT003
1407,TKT100703,opened,2024-12-22 06:27:00,AGT091
1408,TKT100703,resolved,2024-12-22 06:53:00,AGT091
1409,TKT100704,opened,2024-10-04 12:28:00,AGT065
1410,TKT100704,resolved,2024-10-04 14:41:00,AGT065
1411,TKT100705,opened,2024-08-23 11:08:00,AGT089
1412,TKT100705,resolved,2024-08-23 14:03:00,AGT089
1413,TKT100706,opened,2024-09-13 15:02:00,AGT007
1414,TKT100706,resolved,2024-09-13 17:32:00,AGT007
1415,TKT100707,opened,2024-06-11 05:51:00,AGT066
1416,TKT100707,resolved,2024-06-11 06:23:00,AGT066
1417,TKT100708,opened,2024-07-13 01:27:00,AGT097
1418,TKT100708,resolved,2024-07-13 03:17:00,AGT097
1419,TKT100709,opened,2024-08-30 20:27:00,AGT097
1420,TKT100709,resolved,2024-08-30 21:16:00,AGT097
1421,TKT100710,opened,2024-08-29 18:56:00,AGT043
1422,TKT100710,resolved,2024-08-29 19:56:00,AGT043
1423,TKT100711,opened,2024-12-12 05:28:00,AGT096
1424,TKT100711,resolved,2024-12-12 08:12:00,AGT096
1425,TKT100712,opened,2024-06-10 22:53:00,AGT062
1426,TKT100712,resolved,2024-06-11 00:22:00,AGT062
1427,TKT100713,opened,2024-08-21 21:27:00,AGT015
1428,TKT100713,resolved,2024-08-21 22:30:00,AGT015
1429,TKT100714,opened,2024-11-27 22:05:00,AGT029
1430,TKT100714,resolved,2024-11-28 00:21:00,AGT029
1431,TKT100715,opened,2024-02-22 23:43:00,AGT076
1432,TKT100715,resolved,2024-02-23 01:56:00,AGT076
1433,TKT100716,opened,2024-03-05 02:05:00,AGT088
1434,TKT100716,resolved,2024-03-05 02:33:00,AGT088
1435,TKT100717,opened,2024-04-25 05:34:00,AGT081
1436,TKT100717,resolved,2024-04-25 06:25:00,AGT081
1437,TKT100718,opened,2024-07-05 12:25:00,AGT029
1438,TKT100718,resolved,2024-07-05 13:57:00,AGT029
1439,TKT100719,opened,2024-06-20 06:29:00,AGT004
1440,TKT100719,resolved,2024-06-20 07:29:00,AGT004
1441,TKT100720,opened,2024-09-15 19:48:00,AGT100
1442,TKT100720,resolved,2024-09-15 22:06:00,AGT100
1443,TKT100721,opened,2024-11-21 04:38:00,AGT024
1444,TKT100721,resolved,2024-11-21 05:58:00,AGT024
1445,TKT100722,opened,2024-03-21 18:48:00,AGT089
1446,TKT100722,resolved,2024-03-21 21:20:00,AGT089
1447,TKT100723,opened,2024-07-14 17:09:00,AGT099
1448,TKT100723,resolved,2024-07-14 19:08:00,AGT099
1449,TKT100724,opened,2024-09-24 12:41:00,AGT051
1450,TKT100724,resolved,2024-09-24 15:01:00,AGT051
1451,TKT100725,opened,2024-09-14 05:58:00,AGT022
1452,TKT100725,resolved,2024-09-14 07:58:00,AGT022
1453,TKT100726,opened,2024-12-16 02:21:00,AGT078
1454,TKT100726,resolved,2024-12-16 03:57:00,AGT078
1455,TKT100727,opened,2024-12-17 05:29:00,AGT056
1456,TKT100727,resolved,2024-12-17 05:58:00,AGT056
1457,TKT100728,opened,2024-01-09 07:29:00,AGT048
1458,TKT100728,resolved,2024-01-09 08:01:00,AGT048
1459,TKT100729,opened,2024-10-11 13:26:00,AGT077
1460,TKT100729,resolved,2024-10-11 15:45:00,AGT077
1461,TKT100730,opened,2024-08-15 10:56:00,AGT064
1462,TKT100730,resolved,2024-08-15 13:15:00,AGT064
1463,TKT100731,opened,2024-04-07 10:00:00,AGT061
1464,TKT100731,resolved,2024-04-07 12:03:00,AGT061
1465,TKT100732,opened,2024-10-05 11:33:00,AGT044
1466,TKT100732,resolved,2024-10-05 14:15:00,AGT044
1467,TKT100733,opened,2024-07-14 16:49:00,AGT077
1468,TKT100733,resolved,2024-07-14 18:22:00,AGT077
1469,TKT100734,opened,2024-04-10 15:51:00,AGT072
1470,TKT100734,resolved,2024-04-10 16:36:00,AGT072
1471,TKT100735,opened,2024-05-30 09:42:00,AGT090
1472,TKT100735,resolved,2024-05-30 11:59:00,AGT090
1473,TKT100736,opened,2024-05-24 22:56:00,AGT044
1474,TKT100736,resolved,2024-05-25 00:08:00,AGT044
1475,TKT100737,opened,2024-03-03 00:49:00,AGT019
1476,TKT100737,resolved,2024-03-03 03:30:00,AGT019
1477,TKT100738,opened,2024-08-21 09:33:00,AGT006
1478,TKT100738,resolved,2024-08-21 12:19:00,AGT006
1479,TKT100739,opened,2024-10-30 01:04:00,AGT089
