interaction_id,campaign_id,customer_id,interaction_datetime,event_type,platform,device_type,ad_cost,order_id,is_new_customer,revenue,session_id
64b5ca03-dd57-4477-88ef-4c759b6406b0,CMP008,CUST0249,2024-05-05 04:21:00,click,google,web,15.45,ORD432864,false,456.72,SESSION748446
4b63865e-88d5-4188-b174-884d815c8e5e,CMP001,CUST0059,2024-04-22 04:16:00,conversion,google,web,44.68,ORD429727,true,694.34,SESSION641084
e7d3b329-9161-46fb-b46b-a44c92ba03b2,CMP003,CUST0086,2024-11-18 01:24:00,impression,facebook,ios,40.81,ORD483827,true,100.72,SESSION118614
2946815d-f9a8-451e-8370-d4af64b4eed4,CMP017,CUST0118,2024-12-10 14:59:00,click,google,android,4.23,ORD489638,false,699.16,SESSION998915
d2965c81-5720-4e24-a697-dfc3a752e1c1,CMP009,CUST0276,2024-09-15 14:16:00,impression,google,ios,3.62,ORD467524,false,145.02,SESSION135563
a9060487-22ea-4e90-b22d-025a899bb938,CMP006,CUST0037,2024-08-02 22:26:00,impression,google,web,25.91,ORD455876,false,356.69,SESSION935401
3efa3da9-4dd5-4350-8966-317d2faa69ad,CMP018,CUST0077,2024-05-12 04:13:00,click,tiktok,ios,42.75,ORD435104,false,544.21,SESSION933798
78e2dc58-084f-4f1b-a43f-19b3942490e3,CMP002,CUST0283,2024-02-27 14:01:00,click,google,web,8.98,ORD415055,true,295.71,SESSION720859
3ada9411-5c3d-43e6-9724-c9d65dbd8543,CMP001,CUST0128,2024-08-11 19:09:00,impression,google,web,3.22,ORD458481,true,291.81,SESSION319213
032c35ab-ff03-463e-b8e3-7fb87431a928,CMP005,CUST0492,2024-09-09 16:30:00,conversion,tiktok,web,29.19,ORD466037,false,144.62,SESSION232141
6539ee3a-30de-4363-a4dc-f05077f58544,CMP020,CUST0178,2024-10-05 21:36:00,click,tiktok,android,34.75,ORD472556,false,561.63,SESSION877764
57703204-c056-4fd9-bc22-e5605fd98d0c,CMP004,CUST0476,2024-07-25 10:49:00,impression,google,ios,19.4,ORD453764,false,342.07,SESSION749669
0f478d53-8d6c-431e-944f-70688932ea32,CMP017,CUST0309,2024-07-18 02:36:00,impression,facebook,web,38.5,ORD452270,true,312.39,SESSION542843
3904ecce-89d9-4f3e-8de9-a087dc7f3757,CMP019,CUST0364,2024-01-09 19:58:00,impression,google,ios,3.68,ORD402529,true,589.47,SESSION232678
24d69b95-db4c-4dfc-8b64-28187a50039d,CMP012,CUST0468,2024-06-21 17:13:00,conversion,facebook,android,4.48,ORD445349,true,255.84,SESSION954117
056af235-74db-4968-97f2-a4aac9512d4c,CMP001,CUST0037,2024-12-08 10:48:00,click,tiktok,web,30.39,ORD489261,true,270.75,SESSION610289
5d1e2d38-790b-4167-bac4-5ae8f8266d7c,CMP002,CUST0437,2024-02-21 00:39:00,conversion,google,android,28.5,ORD413663,true,219.75,SESSION320344
a269e44d-4afc-42a2-b29a-9fc8caf08f4e,CMP017,CUST0369,2024-07-26 18:51:00,click,facebook,web,44.86,ORD453978,false,769.75,SESSION422590
f907b88c-fc65-4397-a251-1acccbc43a0b,CMP014,CUST0021,2024-07-06 01:16:00,impression,tiktok,android,47.14,ORD449235,false,440.79,SESSION944779
a757e28c-a251-41eb-afbb-46f0ba857778,CMP003,CUST0337,2024-09-04 10:39:00,impression,tiktok,android,13.78,ORD464386,true,615.86,SESSION365872
740aeb5d-5000-4b4c-b15f-226e84527f78,CMP002,CUST0394,2024-06-22 12:27:00,impression,facebook,web,24.76,ORD445589,true,710.22,SESSION976400
ad03728f-a3cc-4294-ade7-93e6ba14dd70,CMP017,CUST0245,2024-11-01 03:39:00,impression,google,ios,27.43,ORD479320,false,120.37,SESSION485752
36306111-caf0-4380-a938-80af995c0b52,CMP011,CUST0126,2024-11-10 10:49:00,click,facebook,android,5.03,ORD481915,true,305.59,SESSION534670
0eb8dd4d-b109-4504-9b37-9f3df30ab009,CMP016,CUST0214,2024-10-10 17:03:00,impression,facebook,android,10.28,ORD473892,true,604.17,SESSION774749
4ab90e84-34f8-4873-a5e6-7a7e57996b82,CMP003,CUST0009,2024-12-15 08:43:00,conversion,tiktok,ios,30.55,ORD490986,true,268.39,SESSION611240
5057494c-eb78-42ad-a014-302fc1da67ed,CMP016,CUST0081,2024-09-13 16:42:00,click,tiktok,android,19.81,ORD467028,true,598.15,SESSION634132
1af62908-4c6c-4190-8bd8-0504d66298a9,CMP017,CUST0426,2024-07-19 12:23:00,impression,google,web,15.09,ORD452461,false,774.3,SESSION576404
79957c3a-13d3-4d38-8aa3-2259d75b555e,CMP018,CUST0328,2024-09-17 12:24:00,conversion,facebook,web,10.21,ORD468042,true,544.77,SESSION603280
f7a75ec9-334e-4f06-aa89-8a7980ab2f61,CMP002,CUST0424,2024-04-25 13:18:00,click,facebook,ios,37.73,ORD430400,true,727.37,SESSION777930
33aa8f83-fe0d-4b8a-ba70-d3f5fd0a6548,CMP002,CUST0106,2024-11-18 16:28:00,impression,google,ios,6.96,ORD483950,false,496.27,SESSION400149
3976d263-9cba-48a4-81b8-0fa2aad3171d,CMP004,CUST0305,2024-08-03 21:43:00,impression,tiktok,android,39.59,ORD456138,false,799.3,SESSION348935
b8e8f2ba-5619-47d9-8daa-601513015380,CMP006,CUST0009,2024-01-16 07:15:00,impression,google,web,46.45,ORD404588,true,383.69,SESSION405049
8a1724cb-cc54-4cfc-8da8-7bc17554384c,CMP002,CUST0061,2024-11-08 15:04:00,impression,tiktok,ios,35.93,ORD481386,true,293.58,SESSION133843
76dc1870-43eb-4229-92f0-3e1dbd12e7fc,CMP018,CUST0227,2024-05-22 08:07:00,impression,facebook,web,25.68,ORD437404,true,794.53,SESSION219537
af9615a1-5b69-454b-9151-cb5d93095f8e,CMP019,CUST0400,2024-01-18 14:23:00,conversion,tiktok,ios,49.7,ORD405083,false,581.82,SESSION517727
aa562fb4-6a78-4862-9fb8-4668c01b6d08,CMP014,CUST0328,2024-12-02 21:43:00,conversion,tiktok,android,6.57,ORD487390,true,168.55,SESSION539467
09ab1d30-0692-418c-b150-7bd34eee211a,CMP005,CUST0402,2024-01-25 17:04:00,conversion,tiktok,ios,12.01,ORD406623,false,122.36,SESSION190463
695c639b-d772-422f-abad-e9df26ba5cc8,CMP008,CUST0098,2024-07-31 00:34:00,impression,facebook,web,11.62,ORD455306,false,688.64,SESSION714662
83837363-e8e8-405f-9664-53cf2b7dd458,CMP004,CUST0071,2024-08-25 05:00:00,impression,tiktok,web,33.78,ORD461826,false,624.69,SESSION473894
addc8363-9484-4560-9ebb-ebe7b8f0db95,CMP014,CUST0242,2024-12-01 10:19:00,conversion,tiktok,ios,10.7,ORD486936,false,410.75,SESSION402080
6c80adcb-7756-4165-b48f-1ce0f0a93cce,CMP001,CUST0158,2024-03-30 01:27:00,click,tiktok,web,20.3,ORD423512,true,539.9,SESSION124925
1919ca25-a44a-4622-94ce-c7bada008db0,CMP010,CUST0165,2024-06-17 15:49:00,impression,facebook,ios,15.19,ORD444528,true,505.71,SESSION937155
475134b5-983d-40e0-b08d-e064701484dd,CMP019,CUST0216,2024-06-29 02:56:00,conversion,google,ios,42.68,ORD447087,true,247.99,SESSION666045
bebed6af-7113-4407-9230-d5a61f70f3f2,CMP020,CUST0413,2024-01-18 02:43:00,impression,facebook,web,34.83,ORD405114,true,534.18,SESSION774546
1853a968-cb44-47d7-b851-c89ba1c15b73,CMP016,CUST0012,2024-04-15 03:49:00,click,google,web,36.9,ORD427916,true,231.8,SESSION589946
c4e05de1-72f5-413e-8266-92b064a1722a,CMP013,CUST0336,2024-11-13 12:35:00,conversion,tiktok,ios,9.83,ORD482828,true,236.93,SESSION489943
c010e1a8-8fd1-47ff-abfb-329528635283,CMP006,CUST0127,2024-01-02 04:33:00,click,tiktok,android,28.95,ORD400317,true,668.99,SESSION747927
e54080eb-94b5-40e4-8e7c-94e281918bde,CMP015,CUST0020,2024-04-23 12:33:00,click,google,web,27.28,ORD429803,false,585.27,SESSION590894
e82a2f93-32e5-437a-8ac6-fbdd149c8839,CMP004,CUST0251,2024-11-04 01:46:00,impression,facebook,web,32.81,ORD480336,true,465.73,SESSION676777
6ffcba3e-d5b3-4db0-8fc5-4dbb36df4a0a,CMP016,CUST0022,2024-10-12 12:39:00,conversion,facebook,web,13.08,ORD474449,false,362.48,SESSION520199
b11eae94-dcdb-4db8-ac8c-4830240d689d,CMP008,CUST0326,2024-09-26 18:11:00,click,facebook,web,43.27,ORD469921,true,532.56,SESSION336223
0e5a681f-003e-46e4-93bd-51378824373b,CMP012,CUST0369,2024-08-10 23:16:00,click,facebook,web,16.61,ORD458439,true,411.68,SESSION292890
bfd34599-ab01-4d86-8727-8cd3d48ecd5a,CMP020,CUST0020,2024-05-14 07:36:00,impression,tiktok,ios,45.44,ORD435544,true,251.17,SESSION583275
6ddc48dd-f043-452e-ba2b-a3cd3d7ba54a,CMP004,CUST0386,2024-02-11 07:24:00,conversion,tiktok,android,42.25,ORD411119,true,600.94,SESSION175271
4f39e467-3a0e-4db2-9e85-98de06d76fa0,CMP002,CUST0386,2024-03-06 05:47:00,click,facebook,ios,26.19,ORD417288,true,145.56,SESSION226374
4366e5dc-f4db-403b-8eb6-866c7a224cb7,CMP012,CUST0114,2024-01-03 10:19:00,click,tiktok,android,21.94,ORD400762,false,675.04,SESSION761955
b57dc94b-549d-4d3b-a978-43c299ed4e9c,CMP007,CUST0195,2024-02-02 02:06:00,click,facebook,ios,24.83,ORD408616,false,375.21,SESSION523688
4e1795a9-f1d0-4573-99b0-da28050fc93d,CMP019,CUST0407,2024-11-11 11:10:00,click,facebook,web,39.33,ORD482274,true,193.54,SESSION102230
2c015d63-4200-4fef-93b0-e1ef86d8b112,CMP012,CUST0131,2024-06-27 04:09:00,impression,google,web,48.77,ORD446585,true,671.32,SESSION401826
5ba07db0-090e-4ef8-bb4f-89ce82b8791f,CMP001,CUST0429,2024-10-16 04:43:00,click,facebook,android,10.54,ORD475361,false,754.95,SESSION368032
76ff5b76-ca7e-48f6-9ea4-4e497779fe85,CMP018,CUST0365,2024-04-12 13:54:00,click,facebook,ios,41.41,ORD427291,true,499.97,SESSION352611
6bab93cb-f168-434f-b1af-a4bf62797ecf,CMP011,CUST0044,2024-08-29 15:56:00,impression,google,web,22.83,ORD462641,false,205.01,SESSION745237
8d1bd284-bf7a-4fdb-be8e-ec77650b8045,CMP001,CUST0372,2024-06-20 23:46:00,click,google,android,44.6,ORD445300,true,758.75,SESSION493078
fcafbc1c-2aa3-4a75-9cef-ad165d32194e,CMP001,CUST0113,2024-11-24 20:19:00,conversion,google,android,11.49,ORD485274,false,679.71,SESSION142774
4cf16167-4d84-4928-970a-20048ad61000,CMP006,CUST0386,2024-05-06 22:01:00,click,facebook,android,9.36,ORD433389,false,374.13,SESSION834765
1f256e08-86c5-4b6a-a73a-40183f43732d,CMP011,CUST0376,2024-08-31 22:22:00,click,facebook,ios,12.75,ORD463275,true,114.36,SESSION303851
1850cf3f-c231-4fd5-810a-dbfdba7ab4ec,CMP006,CUST0055,2024-11-08 05:06:00,click,google,ios,11.18,ORD481306,true,654.05,SESSION690168
7414ba70-af08-452c-bc67-504c6208ae25,CMP010,CUST0214,2024-11-02 11:26:00,click,tiktok,web,39.87,ORD479408,true,763.84,SESSION906911
f0bfb998-ed63-4bab-a3db-15bbd39c9686,CMP015,CUST0049,2024-02-06 16:09:00,click,tiktok,web,10.92,ORD409891,true,216.69,SESSION595365
29d4f3b0-515f-413b-bdf4-d9d5550782c2,CMP017,CUST0081,2024-03-09 03:42:00,click,google,web,32.08,ORD418324,true,302.66,SESSION153370
24438e13-7496-4ac8-a189-e7d71ae814d8,CMP010,CUST0468,2024-02-01 20:00:00,impression,tiktok,ios,12.28,ORD408286,false,652.76,SESSION863597
e1a31a39-7120-419d-96d3-c1b92f466e6a,CMP013,CUST0105,2024-04-11 00:29:00,conversion,google,web,4.02,ORD426838,true,317.18,SESSION384909
e0524771-33cb-4a82-b9ce-32f6a58ecde8,CMP008,CUST0195,2024-01-08 23:15:00,click,tiktok,web,49.32,ORD402045,false,291.93,SESSION656165
bd27a3e3-17f0-4f29-95d6-6a29ae81ffac,CMP011,CUST0166,2024-04-08 04:53:00,click,tiktok,ios,23.25,ORD425981,false,156.96,SESSION148975
63fae604-755a-4138-99f9-1d7dea4be2e2,CMP017,CUST0497,2024-06-04 03:52:00,impression,facebook,web,11.69,ORD440514,false,673.99,SESSION573738
b27500e0-607d-47e5-95ef-6cf208724bf8,CMP006,CUST0042,2024-07-02 14:16:00,click,google,android,10.82,ORD447901,true,118.92,SESSION372871
65d7c5be-29ac-423d-88dd-bc7402dcdc98,CMP015,CUST0252,2024-01-01 17:12:00,conversion,facebook,ios,3.14,ORD400115,true,254.66,SESSION684502
20e38654-2482-4215-b630-c74e390ff7ee,CMP006,CUST0197,2024-10-05 03:56:00,impression,tiktok,web,26.6,ORD472489,true,178.58,SESSION868844
c27eacfa-496e-4755-b0d1-b74b6342fbfa,CMP018,CUST0411,2024-02-05 01:35:00,conversion,google,android,47.89,ORD409316,false,710.65,SESSION742189
bf79ab1f-e36c-4296-8c62-7276c86893b4,CMP014,CUST0046,2024-02-27 08:47:00,click,facebook,ios,40.28,ORD415164,true,226.7,SESSION708645
e5a68b5f-d2bb-48da-964a-163d7fc58ddc,CMP019,CUST0029,2024-08-25 06:59:00,click,tiktok,android,32.47,ORD461750,true,181.21,SESSION509557
b5dd053c-08ef-4f72-a989-ce58c2aaef23,CMP015,CUST0036,2024-09-12 14:48:00,click,facebook,android,9.97,ORD466934,false,237.5,SESSION211274
e26a8627-6cfb-4f9a-9fa9-d4da7a31e3e4,CMP002,CUST0224,2024-07-06 11:13:00,conversion,tiktok,web,42.7,ORD449027,true,525.3,SESSION485222
91664907-5135-4d7e-8d52-6e1eaa1330b6,CMP014,CUST0071,2024-03-09 04:15:00,conversion,facebook,web,39.39,ORD418226,false,151.95,SESSION796531
5c7f3720-74d0-4e3e-a63f-29a22fb6da32,CMP011,CUST0181,2024-09-05 16:48:00,click,facebook,web,27.5,ORD464910,false,363.11,SESSION785961
ca7d9156-5bf9-495a-8624-090963a76a79,CMP015,CUST0326,2024-02-02 03:03:00,impression,facebook,ios,3.11,ORD408439,false,471.66,SESSION726651
bd3da4f4-bb65-41df-a0cb-536936540aa5,CMP020,CUST0118,2024-09-24 03:27:00,impression,google,web,32.77,ORD469386,false,159.64,SESSION764070
0a90904e-b8c5-4c52-9ce6-dd55795e8524,CMP013,CUST0108,2024-02-12 09:34:00,conversion,facebook,web,48.73,ORD411497,true,544.89,SESSION725316
b8c3e82a-8aa7-43c2-995b-e026e1e6f501,CMP005,CUST0099,2024-02-16 23:20:00,conversion,tiktok,web,43.82,ORD412681,true,728.76,SESSION903212
a75eed22-bc5c-4b9d-a744-9dfe1d82f994,CMP009,CUST0099,2024-08-05 07:05:00,click,google,android,6.81,ORD456762,false,177.96,SESSION356261
b1b748ce-a71d-438b-9718-d216d43bbcd6,CMP017,CUST0105,2024-11-13 13:09:00,conversion,facebook,ios,29.13,ORD482781,true,285.66,SESSION117889
ff92f924-1f8b-4d23-8dff-8fa59511f304,CMP017,CUST0258,2024-01-02 04:23:00,conversion,tiktok,android,37.07,ORD400374,true,322.62,SESSION372961
6c04ad8c-c172-44c0-bbf6-1e8b2d3c8d76,CMP011,CUST0394,2024-08-05 06:20:00,conversion,facebook,ios,18.05,ORD456907,false,516.31,SESSION837637
bd4e4b2f-2b8f-4c06-b2c7-67b8331aa80e,CMP015,CUST0201,2024-07-17 20:11:00,click,google,web,29.86,ORD452229,true,463.12,SESSION540587
b693e2c7-b9d0-475e-a011-304148f163f1,CMP017,CUST0200,2024-10-03 04:37:00,conversion,google,ios,17.05,ORD471958,false,415.52,SESSION207308
00deaf67-dd86-4a93-9e05-2e25cab9c655,CMP005,CUST0010,2024-04-18 08:12:00,impression,facebook,web,18.6,ORD428843,false,772.3,SESSION904176
6dc0d9e5-82f6-4fce-ba5c-f03587495f48,CMP020,CUST0253,2024-03-15 17:32:00,click,tiktok,web,3.79,ORD420102,false,288.19,SESSION663137
6b5ae0e1-58d3-4573-877e-cceca7a9a3f3,CMP020,CUST0090,2024-05-22 17:38:00,click,facebook,android,42.29,ORD437394,false,777.75,SESSION875591
81a2c4ca-c8a8-4dc8-b657-98cfe7480eb3,CMP007,CUST0113,2024-10-16 07:05:00,click,google,android,9.65,ORD475384,true,655.9,SESSION756926
ce2acc13-a55e-4801-9cbb-a5b99d3954af,CMP003,CUST0413,2024-03-14 04:48:00,impression,google,ios,16.82,ORD419761,false,225.04,SESSION776239
6f3160d6-7843-4398-9e95-27257fd53439,CMP003,CUST0261,2024-01-19 20:48:00,click,facebook,web,42.17,ORD405399,false,615.41,SESSION447916
3ec02ce8-2b67-48bc-825c-17a9c54442d0,CMP003,CUST0129,2024-07-21 17:42:00,conversion,facebook,web,21.5,ORD453043,false,587.62,SESSION345594
d2c8bf4a-3246-4bbd-a468-114aa35c2e9c,CMP010,CUST0144,2024-03-19 23:56:00,impression,facebook,web,10.81,ORD421271,false,477.08,SESSION168359
57cfe8e4-2504-4bf9-abf7-e82befe8e292,CMP015,CUST0371,2024-08-02 18:15:00,impression,facebook,web,9.6,ORD455933,false,352.57,SESSION661869
64b0c3f9-ae93-4e32-9fc2-e273966159e1,CMP008,CUST0053,2024-02-10 01:18:00,conversion,google,web,13.21,ORD411005,false,208.69,SESSION382366
16792041-6eaf-46a0-8582-01f0ee69706c,CMP007,CUST0443,2024-01-13 20:00:00,impression,google,android,40.89,ORD403798,false,312.65,SESSION184720
e6c9f3a3-d452-4151-85d9-48ea5421689d,CMP018,CUST0441,2024-11-22 04:10:00,click,facebook,ios,7.89,ORD484783,false,726.37,SESSION647665
80baf1f7-6055-404e-9888-ea6a30e723c0,CMP006,CUST0062,2024-08-12 03:45:00,click,google,ios,32.89,ORD458740,true,590.34,SESSION251241
6caa9488-d918-4c6b-94b0-2511245f48a8,CMP014,CUST0413,2024-01-08 05:26:00,impression,facebook,web,46.54,ORD402166,false,217.55,SESSION894859
516d6a18-6aa0-4740-90e1-8a351f2e152d,CMP013,CUST0493,2024-03-22 21:49:00,click,facebook,ios,33.18,ORD421576,false,400.29,SESSION516325
1a41cbc6-1496-42e0-b3a7-744e55b4c5ca,CMP013,CUST0090,2024-08-19 15:31:00,impression,facebook,web,20.04,ORD460542,false,620.43,SESSION685158
a4f7cfc8-f705-406f-bc4a-dc14a6f60428,CMP019,CUST0485,2024-10-26 16:33:00,click,google,web,17.68,ORD477579,true,607.67,SESSION923887
844baf38-f512-444a-87e8-d42993755c2b,CMP006,CUST0350,2024-01-15 07:20:00,click,tiktok,ios,31.99,ORD404126,false,326.44,SESSION512348
5d94c2d1-eb79-4da8-aa8a-0f33d3369ce6,CMP009,CUST0385,2024-04-21 11:07:00,impression,google,ios,41.87,ORD429505,false,710.98,SESSION734480
870f0f3f-f378-4630-ba59-4bff755410ed,CMP016,CUST0036,2024-09-05 11:41:00,impression,facebook,android,8.82,ORD464665,false,310.16,SESSION303239
3cc33439-17c7-442b-b665-1dcdc9711e64,CMP016,CUST0258,2024-01-04 16:19:00,impression,facebook,ios,37.98,ORD400881,false,132.83,SESSION205836
9e96e193-b86c-4c57-b6b0-9e77b7a434ef,CMP001,CUST0486,2024-02-04 01:16:00,click,google,android,8.59,ORD409260,true,252.45,SESSION701256
7d92991c-1d8a-44de-929b-d7e934e05847,CMP007,CUST0288,2024-04-14 02:17:00,click,facebook,android,10.54,ORD427830,false,790.43,SESSION786257
283d5c2f-df5e-4c33-820b-fb136da0e500,CMP012,CUST0357,2024-10-14 21:35:00,impression,tiktok,ios,7.3,ORD474963,true,450.5,SESSION689350
cf122410-aff9-4d14-9d1c-5961220b9657,CMP017,CUST0026,2024-12-25 19:18:00,impression,tiktok,web,35.36,ORD493053,true,143.65,SESSION924113
2c3d544a-f8c8-414a-86ae-936a4675ce19,CMP020,CUST0142,2024-08-01 16:36:00,impression,tiktok,android,49.2,ORD455550,false,733.43,SESSION942527
be13bb2c-8158-44f4-b006-5af5edcbf844,CMP019,CUST0100,2024-02-10 04:57:00,conversion,facebook,ios,20.79,ORD410922,true,525.52,SESSION831591
1088a31b-bbf7-481f-8cc1-792535594d1f,CMP001,CUST0136,2024-12-27 21:57:00,conversion,google,web,21.95,ORD493571,false,541.87,SESSION970752
992a4224-79e8-4d71-b666-1671b92d4e73,CMP018,CUST0111,2024-11-10 03:06:00,conversion,facebook,web,33.47,ORD481986,false,527.24,SESSION569783
33c01a0a-19ad-4366-8644-5a5c5785ee69,CMP004,CUST0496,2024-03-20 20:18:00,click,google,android,21.36,ORD421311,false,763.39,SESSION453101
c23f26fc-5a6c-417b-824d-7a9835a9366b,CMP010,CUST0324,2024-03-08 08:55:00,conversion,google,android,46.49,ORD417998,true,752.65,SESSION133539
f0af137d-667b-4a45-9f15-97c31775900d,CMP005,CUST0016,2024-11-11 05:30:00,impression,facebook,web,26.57,ORD482322,true,383.27,SESSION818286
94ee70f0-c4cb-4650-8793-ffd44c054092,CMP012,CUST0450,2024-03-21 06:41:00,conversion,tiktok,android,47.31,ORD421457,true,152.06,SESSION891561
784af128-6031-4dda-8ac8-71c7184d0d67,CMP007,CUST0105,2024-08-05 08:17:00,click,google,web,35.14,ORD456869,false,253.16,SESSION614610
0b84d8c1-048f-4723-a446-5e3001240e82,CMP013,CUST0483,2024-07-25 20:35:00,conversion,google,android,20.98,ORD453810,false,224.35,SESSION712715
514b637a-6488-425b-91d1-70d59a5cf69c,CMP010,CUST0359,2024-02-19 09:06:00,impression,google,web,4.83,ORD413376,true,548.64,SESSION298384
491414f1-09c4-47f2-93c1-53261120083c,CMP013,CUST0245,2024-06-03 18:57:00,impression,tiktok,android,5.26,ORD440399,false,761.95,SESSION156794
faf8a7d5-e478-47af-a30a-480507943f47,CMP017,CUST0360,2024-01-19 03:27:00,impression,tiktok,ios,27.66,ORD405385,false,108.83,SESSION925613
cf5913c2-d9b6-4b84-a0a8-e97e85ff2034,CMP017,CUST0146,2024-02-02 21:44:00,impression,google,android,45.78,ORD408646,true,249.12,SESSION537144
993db342-2fdb-48c6-8765-c88df2c8155b,CMP006,CUST0437,2024-04-02 18:52:00,click,google,web,7.04,ORD424192,false,499.42,SESSION456211
d51f420e-450f-4804-8a7b-01610e210824,CMP016,CUST0242,2024-07-07 10:50:00,click,tiktok,android,20.59,ORD449307,false,137.16,SESSION600153
da39669a-41f6-4587-8c1e-4b4a23097d5d,CMP013,CUST0327,2024-03-03 22:36:00,click,tiktok,web,49.06,ORD416379,false,327.56,SESSION614387
1c094802-6be7-4724-9d17-674d62ac5c82,CMP016,CUST0154,2024-12-19 21:43:00,click,google,web,19.99,ORD491696,true,620.76,SESSION715040
1f4064f4-5fc2-416a-933f-a2342cc8b75a,CMP007,CUST0235,2024-04-18 12:28:00,impression,tiktok,ios,8.56,ORD428648,true,146.18,SESSION187932
216279fc-bc9d-4ac3-8548-731d849a9b63,CMP007,CUST0096,2024-08-17 18:02:00,conversion,google,ios,39.61,ORD459966,false,523.34,SESSION379325
edc25ab8-d70b-458d-b3fa-59628b713b1f,CMP009,CUST0128,2024-07-20 20:55:00,conversion,google,ios,4.08,ORD452659,true,586.95,SESSION653734
ab5284eb-c2b2-4039-8de9-551cc98125d9,CMP008,CUST0353,2024-11-06 01:51:00,conversion,facebook,web,40.69,ORD480637,true,316.4,SESSION500411
cde37c30-ea75-43d0-837e-57d63263a413,CMP001,CUST0329,2024-09-27 00:27:00,impression,facebook,web,42.55,ORD470112,true,478.35,SESSION628939
26414497-5a4f-4164-a1e7-55c532a90c11,CMP019,CUST0458,2024-03-13 18:25:00,conversion,google,ios,32.42,ORD419506,true,361.28,SESSION918515
2604cdc4-685c-422f-8b69-c482eb79805f,CMP005,CUST0496,2024-06-17 21:24:00,click,facebook,android,27.32,ORD444374,true,363.95,SESSION654503
d1654e9b-94d4-4dc7-8eea-2eae43e995e3,CMP007,CUST0460,2024-09-01 10:39:00,click,google,android,36.74,ORD463487,true,759.53,SESSION702188
f0c91da8-a020-482c-8f41-4aac66f3cda9,CMP013,CUST0100,2024-06-14 07:42:00,conversion,tiktok,android,8.72,ORD443602,true,392.4,SESSION496493
8694f371-56fb-4522-8e6b-eaef64d75026,CMP009,CUST0447,2024-05-04 16:24:00,impression,tiktok,android,29.76,ORD432723,false,101.3,SESSION628834
128bd320-be09-46a8-8e97-ae9b45030a84,CMP009,CUST0499,2024-08-06 01:19:00,impression,google,ios,18.56,ORD456924,false,243.71,SESSION566908
5f34cacf-efa1-4da5-a478-ab8d4108ff6a,CMP013,CUST0084,2024-03-02 13:09:00,click,google,android,31.99,ORD416122,false,462.42,SESSION433674
e0bacfd6-b26a-4707-9a75-845beed79273,CMP014,CUST0132,2024-07-27 09:10:00,click,google,ios,29.31,ORD454203,true,405.92,SESSION248921
d55efd35-35f5-497e-b96c-4d346e85d5eb,CMP003,CUST0188,2024-02-19 15:51:00,impression,tiktok,web,7.14,ORD413262,false,439.45,SESSION753129
98135f60-9d34-4c21-88ad-c7a065ce6784,CMP016,CUST0056,2024-01-24 18:25:00,conversion,google,web,25.37,ORD406312,false,272.82,SESSION939239
52a0b554-57d9-4391-81c8-9901a795c221,CMP018,CUST0408,2024-11-10 13:34:00,impression,tiktok,web,31.67,ORD481943,false,797.7,SESSION320049
833942f5-91a0-490e-9d04-cbb95120fb40,CMP018,CUST0182,2024-03-20 03:22:00,conversion,facebook,ios,26.68,ORD421149,false,734.07,SESSION793832
7a280106-f7e8-43d6-8f87-92fdfb83b402,CMP009,CUST0191,2024-02-17 19:22:00,conversion,google,web,48.61,ORD412891,false,760.09,SESSION226322
1b38ee3f-20bf-4625-90cb-178dcbcd57ad,CMP013,CUST0060,2024-12-30 06:42:00,impression,google,ios,4.0,ORD494566,false,479.87,SESSION156652
0873a322-4ed7-4f5a-8fae-7a40ee8f9a0d,CMP004,CUST0414,2024-05-29 23:58:00,click,facebook,android,37.94,ORD439279,true,413.36,SESSION686412
e739f75e-c8ed-4559-92c6-05eb7707b281,CMP017,CUST0075,2024-04-10 01:51:00,impression,google,ios,36.97,ORD426499,true,498.1,SESSION224783
38fb32c8-60c5-4434-9546-01423d81193b,CMP014,CUST0309,2024-06-17 16:16:00,conversion,tiktok,web,34.66,ORD444427,false,419.27,SESSION800393
6d7e7c78-6135-4b4b-b561-405fb30df598,CMP004,CUST0361,2024-05-19 17:13:00,impression,tiktok,ios,28.17,ORD436685,false,351.18,SESSION182544
831450b7-c3bf-4f6d-976c-95f2a40bcede,CMP011,CUST0071,2024-06-15 20:09:00,impression,google,android,14.03,ORD444027,true,501.03,SESSION712327
d3eb2e6b-bb65-4d19-b001-7d1908d7ce54,CMP015,CUST0312,2024-02-19 10:52:00,impression,google,android,26.39,ORD413274,true,347.98,SESSION850534
161b9933-1074-4997-9aa3-73b2c69db9a8,CMP015,CUST0427,2024-05-02 00:56:00,impression,google,web,15.96,ORD432178,false,731.0,SESSION927747
fa23bea1-7900-46b7-bc4c-d9bed8d0a652,CMP010,CUST0264,2024-07-20 23:03:00,click,tiktok,web,17.47,ORD452745,false,427.68,SESSION570051
587de198-abdc-4222-863a-1d50ed791e5d,CMP019,CUST0018,2024-10-19 03:06:00,click,google,web,17.04,ORD476081,false,513.1,SESSION153164
4734603c-eaca-4361-be28-97f189e087a4,CMP019,CUST0082,2024-11-14 13:28:00,conversion,facebook,android,43.62,ORD482908,false,308.92,SESSION713972
7b92a305-e5d7-436a-bfde-1ee94e68790f,CMP002,CUST0325,2024-08-09 15:55:00,impression,tiktok,web,8.98,ORD457884,false,726.01,SESSION249367
