session_id,customer_id,session_start,session_end,device_type,os_version,app_version,location
SESS000747,CUST0228,2024-01-22 00:39:00,2024-01-22 00:46:00,android,12.4,1.2.3,Bangkok
SESS000748,CUST0228,2024-01-27 15:28:00,2024-01-27 15:47:00,ios,16.3,1.2.3,Bangkok
SESS000749,CUST0228,2024-03-20 09:54:00,2024-03-20 10:00:00,android,16.3,1.2.3,Khon Kaen
SESS000750,CUST0228,2024-11-11 06:09:00,2024-11-11 06:20:00,ios,12.4,2.0.1,Phuket
SESS000751,CUST0228,2024-02-20 06:39:00,2024-02-20 06:49:00,ios,13.2,2.0.1,Chiang Mai
SESS000752,CUST0228,2024-08-12 15:41:00,2024-08-12 15:52:00,web,16.3,1.0.0,Phuket
SESS000753,CUST0228,2024-02-13 02:51:00,2024-02-13 02:55:00,ios,13.2,2.0.1,Hat Yai
SESS000754,CUST0228,2024-07-24 02:35:00,2024-07-24 02:42:00,android,14.1,1.2.3,Khon Kaen
SESS000755,CUST0228,2024-01-17 18:46:00,2024-01-17 18:49:00,ios,14.1,1.0.0,Phuket
SESS000756,CUST0228,2024-07-22 17:43:00,2024-07-22 17:47:00,android,13.2,1.2.3,Bangkok
SESS000757,CUST0228,2024-07-10 14:44:00,2024-07-10 14:46:00,android,16.3,1.0.0,Bangkok
SESS000758,CUST0228,2024-11-26 14:57:00,2024-11-26 15:16:00,ios,16.3,2.0.1,Phuket
SESS000759,CUST0228,2024-04-03 12:44:00,2024-04-03 13:03:00,android,14.1,2.0.1,Khon Kaen
SESS000760,CUST0228,2024-10-15 02:08:00,2024-10-15 02:19:00,android,13.2,1.0.0,Phuket
SESS000761,CUST0228,2024-10-16 00:32:00,2024-10-16 00:39:00,web,14.1,2.0.1,Bangkok
SESS000762,CUST0228,2024-01-20 13:52:00,2024-01-20 14:02:00,ios,12.4,2.0.1,Phuket
SESS000763,CUST0022,2024-02-02 01:09:00,2024-02-02 01:29:00,web,16.3,1.2.3,Chiang Mai
SESS000764,CUST0022,2024-07-15 01:26:00,2024-07-15 01:30:00,ios,14.1,1.2.3,Khon Kaen
SESS000765,CUST0022,2024-01-11 07:51:00,2024-01-11 08:06:00,android,16.3,2.0.1,Chiang Mai
SESS000766,CUST0022,2024-10-05 08:05:00,2024-10-05 08:15:00,ios,13.2,1.2.3,Hat Yai
SESS000767,CUST0022,2024-07-23 11:07:00,2024-07-23 11:18:00,web,14.1,1.0.0,Hat Yai
SESS000768,CUST0442,2024-09-05 08:55:00,2024-09-05 09:07:00,android,16.3,1.0.0,Phuket
SESS000769,CUST0442,2024-04-02 06:57:00,2024-04-02 07:03:00,ios,12.4,1.0.0,Chiang Mai
SESS000770,CUST0442,2024-09-22 11:51:00,2024-09-22 12:05:00,ios,14.1,1.2.3,Khon Kaen
SESS000771,CUST0442,2024-07-07 02:23:00,2024-07-07 02:39:00,web,14.1,2.0.1,Khon Kaen
SESS000772,CUST0442,2024-01-12 14:43:00,2024-01-12 14:56:00,android,16.3,1.2.3,Chiang Mai
SESS000773,CUST0442,2024-11-09 01:50:00,2024-11-09 01:57:00,android,14.1,2.0.1,Hat Yai
SESS000774,CUST0442,2024-07-24 10:16:00,2024-07-24 10:20:00,android,16.3,1.2.3,Chiang Mai
SESS000775,CUST0442,2024-12-30 05:10:00,2024-12-30 05:23:00,web,12.4,2.0.1,Chiang Mai
SESS000776,CUST0442,2024-10-31 11:39:00,2024-10-31 11:51:00,web,13.2,2.0.1,Phuket
SESS000777,CUST0441,2024-06-02 17:33:00,2024-06-02 17:41:00,android,12.4,1.2.3,Hat Yai
SESS000778,CUST0441,2024-04-28 01:57:00,2024-04-28 02:00:00,android,14.1,1.0.0,Khon Kaen
SESS000779,CUST0441,2024-07-08 07:09:00,2024-07-08 07:12:00,android,12.4,2.0.1,Hat Yai
SESS000780,CUST0441,2024-05-21 15:27:00,2024-05-21 15:43:00,ios,16.3,1.0.0,Hat Yai
SESS000781,CUST0441,2024-08-24 05:58:00,2024-08-24 06:14:00,ios,12.4,1.0.0,Phuket
SESS000782,CUST0441,2024-08-28 00:54:00,2024-08-28 01:08:00,android,13.2,1.0.0,Chiang Mai
SESS000783,CUST0441,2024-06-14 01:08:00,2024-06-14 01:19:00,android,14.1,1.0.0,Phuket
SESS000784,CUST0441,2024-06-05 19:49:00,2024-06-05 20:01:00,web,14.1,1.0.0,Khon Kaen
SESS000785,CUST0441,2024-09-01 11:55:00,2024-09-01 12:07:00,android,14.1,1.0.0,Chiang Mai
SESS000786,CUST0441,2024-10-16 11:11:00,2024-10-16 11:15:00,ios,12.4,1.2.3,Chiang Mai
SESS000787,CUST0441,2024-12-26 15:50:00,2024-12-26 16:00:00,ios,16.3,2.0.1,Chiang Mai
SESS000788,CUST0441,2024-04-25 07:48:00,2024-04-25 07:52:00,android,13.2,1.2.3,Khon Kaen
SESS000789,CUST0441,2024-03-09 08:09:00,2024-03-09 08:23:00,ios,14.1,2.0.1,Chiang Mai
SESS000790,CUST0441,2024-12-10 01:54:00,2024-12-10 01:58:00,android,16.3,2.0.1,Bangkok
SESS000791,CUST0441,2024-02-05 09:11:00,2024-02-05 09:25:00,web,13.2,2.0.1,Khon Kaen
SESS000792,CUST0441,2024-08-25 11:46:00,2024-08-25 12:02:00,ios,12.4,1.0.0,Phuket
SESS000793,CUST0441,2024-11-30 18:50:00,2024-11-30 19:07:00,ios,12.4,1.0.0,Phuket
SESS000794,CUST0441,2024-01-31 16:22:00,2024-01-31 16:30:00,ios,16.3,1.0.0,Khon Kaen
SESS000795,CUST0441,2024-01-22 09:10:00,2024-01-22 09:13:00,ios,13.2,1.2.3,Hat Yai
SESS000796,CUST0099,2024-09-05 03:50:00,2024-09-05 04:07:00,android,13.2,1.0.0,Khon Kaen
SESS000797,CUST0099,2024-06-25 00:13:00,2024-06-25 00:20:00,ios,12.4,1.2.3,Bangkok
SESS000798,CUST0099,2024-01-22 18:57:00,2024-01-22 19:05:00,web,13.2,1.0.0,Hat Yai
SESS000799,CUST0099,2024-07-15 19:27:00,2024-07-15 19:33:00,android,14.1,1.2.3,Phuket
SESS000800,CUST0099,2024-08-09 09:17:00,2024-08-09 09:25:00,ios,14.1,1.2.3,Hat Yai
SESS000801,CUST0099,2024-05-12 06:24:00,2024-05-12 06:37:00,android,14.1,2.0.1,Bangkok
SESS000802,CUST0099,2024-03-04 07:01:00,2024-03-04 07:18:00,web,16.3,1.2.3,Bangkok
SESS000803,CUST0497,2024-01-16 02:39:00,2024-01-16 02:48:00,android,16.3,2.0.1,Khon Kaen
SESS000804,CUST0497,2024-04-25 16:02:00,2024-04-25 16:21:00,web,12.4,2.0.1,Phuket
SESS000805,CUST0497,2024-02-04 04:07:00,2024-02-04 04:14:00,android,13.2,2.0.1,Bangkok
SESS000806,CUST0497,2024-11-09 19:14:00,2024-11-09 19:30:00,ios,13.2,1.0.0,Phuket
SESS000807,CUST0497,2024-06-04 05:28:00,2024-06-04 05:39:00,android,14.1,2.0.1,Bangkok
SESS000808,CUST0497,2024-08-20 10:16:00,2024-08-20 10:19:00,web,16.3,1.0.0,Chiang Mai
SESS000809,CUST0497,2024-10-18 03:03:00,2024-10-18 03:16:00,web,16.3,1.0.0,Hat Yai
SESS000810,CUST0497,2024-06-07 06:01:00,2024-06-07 06:19:00,ios,13.2,2.0.1,Bangkok
SESS000811,CUST0497,2024-12-25 10:55:00,2024-12-25 11:14:00,web,12.4,1.2.3,Chiang Mai
SESS000812,CUST0497,2024-02-28 10:26:00,2024-02-28 10:35:00,ios,16.3,1.0.0,Bangkok
SESS000813,CUST0375,2024-11-23 06:22:00,2024-11-23 06:31:00,ios,14.1,1.2.3,Khon Kaen
SESS000814,CUST0375,2024-08-22 13:33:00,2024-08-22 13:50:00,android,14.1,2.0.1,Bangkok
SESS000815,CUST0375,2024-09-01 11:57:00,2024-09-01 12:11:00,ios,12.4,1.0.0,Hat Yai
SESS000816,CUST0375,2024-07-27 09:17:00,2024-07-27 09:27:00,web,13.2,2.0.1,Bangkok
SESS000817,CUST0375,2024-08-08 11:02:00,2024-08-08 11:10:00,android,13.2,1.0.0,Hat Yai
SESS000818,CUST0375,2024-04-06 12:41:00,2024-04-06 12:43:00,android,16.3,1.0.0,Hat Yai
SESS000819,CUST0375,2024-10-23 02:25:00,2024-10-23 02:45:00,web,16.3,1.0.0,Chiang Mai
SESS000820,CUST0375,2024-06-11 07:56:00,2024-06-11 08:02:00,android,13.2,1.2.3,Hat Yai
SESS000821,CUST0375,2024-01-25 07:01:00,2024-01-25 07:20:00,android,12.4,1.2.3,Chiang Mai
SESS000822,CUST0375,2024-12-14 14:25:00,2024-12-14 14:31:00,web,14.1,2.0.1,Hat Yai
SESS000823,CUST0490,2024-02-02 00:34:00,2024-02-02 00:46:00,web,12.4,2.0.1,Phuket
SESS000824,CUST0490,2024-11-19 00:40:00,2024-11-19 00:53:00,ios,12.4,1.0.0,Hat Yai
SESS000825,CUST0490,2024-05-06 10:59:00,2024-05-06 11:12:00,web,16.3,1.2.3,Hat Yai
SESS000826,CUST0490,2024-11-15 01:25:00,2024-11-15 01:42:00,ios,14.1,2.0.1,Bangkok
SESS000827,CUST0490,2024-10-05 18:45:00,2024-10-05 18:55:00,web,16.3,2.0.1,Phuket
SESS000828,CUST0490,2024-07-12 14:03:00,2024-07-12 14:05:00,android,13.2,2.0.1,Khon Kaen
SESS000829,CUST0492,2024-12-19 19:12:00,2024-12-19 19:30:00,ios,14.1,1.2.3,Hat Yai
SESS000830,CUST0492,2024-08-22 16:10:00,2024-08-22 16:24:00,web,16.3,1.0.0,Chiang Mai
SESS000831,CUST0492,2024-11-23 13:18:00,2024-11-23 13:32:00,ios,16.3,2.0.1,Chiang Mai
SESS000832,CUST0492,2024-10-23 08:57:00,2024-10-23 09:15:00,android,14.1,2.0.1,Khon Kaen
SESS000833,CUST0492,2024-06-22 12:43:00,2024-06-22 12:45:00,web,13.2,1.0.0,Phuket
SESS000834,CUST0492,2024-04-05 13:35:00,2024-04-05 13:53:00,ios,14.1,2.0.1,Chiang Mai
SESS000835,CUST0492,2024-05-20 05:10:00,2024-05-20 05:12:00,ios,14.1,1.2.3,Phuket
SESS000836,CUST0266,2024-04-10 17:06:00,2024-04-10 17:12:00,android,16.3,2.0.1,Hat Yai
SESS000837,CUST0266,2024-12-30 10:27:00,2024-12-30 10:37:00,web,14.1,2.0.1,Phuket
SESS000838,CUST0266,2024-09-30 05:03:00,2024-09-30 05:14:00,android,16.3,1.0.0,Bangkok
SESS000839,CUST0266,2024-12-03 14:01:00,2024-12-03 14:21:00,android,13.2,1.2.3,Khon Kaen
SESS000840,CUST0266,2024-07-12 01:15:00,2024-07-12 01:26:00,ios,14.1,1.2.3,Chiang Mai
SESS000841,CUST0266,2024-07-02 18:09:00,2024-07-02 18:25:00,web,16.3,1.2.3,Bangkok
SESS000842,CUST0266,2024-05-08 15:22:00,2024-05-08 15:36:00,android,16.3,1.2.3,Khon Kaen
SESS000843,CUST0266,2024-11-29 00:23:00,2024-11-29 00:38:00,web,16.3,1.0.0,Hat Yai
SESS000844,CUST0266,2024-05-10 14:01:00,2024-05-10 14:08:00,web,13.2,1.2.3,Hat Yai
SESS000845,CUST0181,2024-03-01 04:31:00,2024-03-01 04:48:00,web,12.4,1.2.3,Phuket
SESS000846,CUST0181,2024-03-15 15:39:00,2024-03-15 15:46:00,ios,14.1,1.2.3,Chiang Mai
SESS000847,CUST0181,2024-07-06 16:36:00,2024-07-06 16:54:00,android,13.2,1.2.3,Phuket
SESS000848,CUST0181,2024-05-31 04:55:00,2024-05-31 05:11:00,android,16.3,1.0.0,Hat Yai
SESS000849,CUST0181,2024-06-25 14:34:00,2024-06-25 14:39:00,android,14.1,1.2.3,Hat Yai
SESS000850,CUST0181,2024-11-08 01:17:00,2024-11-08 01:33:00,android,14.1,1.0.0,Hat Yai
SESS000851,CUST0181,2024-02-28 10:39:00,2024-02-28 10:48:00,ios,13.2,1.0.0,Chiang Mai
SESS000852,CUST0181,2024-11-28 08:32:00,2024-11-28 08:40:00,web,14.1,1.2.3,Khon Kaen
SESS000853,CUST0181,2024-11-22 15:47:00,2024-11-22 16:07:00,web,13.2,1.2.3,Khon Kaen
SESS000854,CUST0181,2024-05-20 11:11:00,2024-05-20 11:23:00,android,12.4,1.0.0,Khon Kaen
SESS000855,CUST0181,2024-05-13 03:36:00,2024-05-13 03:56:00,web,12.4,1.0.0,Chiang Mai
SESS000856,CUST0318,2024-07-24 17:27:00,2024-07-24 17:39:00,web,12.4,2.0.1,Chiang Mai
SESS000857,CUST0318,2024-07-03 17:29:00,2024-07-03 17:39:00,android,16.3,1.0.0,Chiang Mai
SESS000858,CUST0318,2024-04-14 13:21:00,2024-04-14 13:26:00,ios,13.2,1.2.3,Bangkok
SESS000859,CUST0318,2024-08-12 11:30:00,2024-08-12 11:43:00,ios,14.1,1.0.0,Hat Yai
SESS000860,CUST0318,2024-01-09 17:21:00,2024-01-09 17:23:00,android,12.4,1.0.0,Bangkok
SESS000861,CUST0318,2024-05-28 07:03:00,2024-05-28 07:23:00,android,12.4,1.0.0,Bangkok
SESS000862,CUST0318,2024-10-03 09:56:00,2024-10-03 09:59:00,ios,16.3,1.0.0,Khon Kaen
SESS000863,CUST0318,2024-01-17 09:53:00,2024-01-17 10:09:00,web,14.1,1.2.3,Hat Yai
SESS000864,CUST0318,2024-09-01 16:05:00,2024-09-01 16:19:00,ios,13.2,2.0.1,Chiang Mai
SESS000865,CUST0318,2024-12-01 15:42:00,2024-12-01 15:50:00,ios,14.1,2.0.1,Bangkok
SESS000866,CUST0318,2024-03-20 03:40:00,2024-03-20 03:56:00,ios,13.2,1.0.0,Hat Yai
SESS000867,CUST0318,2024-10-16 00:06:00,2024-10-16 00:14:00,android,12.4,1.2.3,Chiang Mai
SESS000868,CUST0318,2024-04-21 10:24:00,2024-04-21 10:26:00,ios,13.2,1.0.0,Chiang Mai
SESS000869,CUST0229,2024-06-09 01:50:00,2024-06-09 02:10:00,android,12.4,1.2.3,Hat Yai
SESS000870,CUST0229,2024-12-12 11:57:00,2024-12-12 12:04:00,android,14.1,1.0.0,Hat Yai
SESS000871,CUST0229,2024-04-26 17:07:00,2024-04-26 17:25:00,android,13.2,1.0.0,Phuket
SESS000872,CUST0229,2024-02-09 11:50:00,2024-02-09 11:53:00,android,13.2,2.0.1,Bangkok
SESS000873,CUST0229,2024-11-17 12:48:00,2024-11-17 13:06:00,android,16.3,2.0.1,Chiang Mai
SESS000874,CUST0229,2024-04-06 05:28:00,2024-04-06 05:35:00,ios,16.3,1.2.3,Khon Kaen
SESS000875,CUST0229,2024-11-25 07:21:00,2024-11-25 07:23:00,web,13.2,2.0.1,Khon Kaen
SESS000876,CUST0064,2024-05-03 11:08:00,2024-05-03 11:16:00,ios,16.3,1.0.0,Khon Kaen
SESS000877,CUST0064,2024-12-23 09:18:00,2024-12-23 09:20:00,web,16.3,1.0.0,Bangkok
SESS000878,CUST0064,2024-11-20 00:48:00,2024-11-20 00:56:00,ios,16.3,1.2.3,Hat Yai
SESS000879,CUST0064,2024-01-28 18:06:00,2024-01-28 18:21:00,android,12.4,1.2.3,Khon Kaen
SESS000880,CUST0064,2024-03-04 18:43:00,2024-03-04 18:57:00,web,13.2,1.2.3,Khon Kaen
SESS000881,CUST0064,2024-09-23 17:06:00,2024-09-23 17:09:00,ios,14.1,1.2.3,Phuket
SESS000882,CUST0064,2024-06-04 03:54:00,2024-06-04 03:59:00,ios,14.1,1.2.3,Chiang Mai
SESS000883,CUST0064,2024-12-29 04:27:00,2024-12-29 04:33:00,android,14.1,2.0.1,Hat Yai
SESS000884,CUST0064,2024-01-01 09:20:00,2024-01-01 09:23:00,android,13.2,1.0.0,Bangkok
SESS000885,CUST0064,2024-12-20 08:15:00,2024-12-20 08:30:00,web,12.4,1.0.0,Khon Kaen
SESS000886,CUST0072,2024-06-21 19:30:00,2024-06-21 19:34:00,android,12.4,2.0.1,Khon Kaen
SESS000887,CUST0072,2024-04-02 06:58:00,2024-04-02 07:12:00,ios,16.3,1.2.3,Bangkok
SESS000888,CUST0072,2024-07-06 06:47:00,2024-07-06 06:53:00,ios,13.2,1.0.0,Hat Yai
SESS000889,CUST0072,2024-01-25 10:10:00,2024-01-25 10:16:00,ios,13.2,2.0.1,Khon Kaen
SESS000890,CUST0072,2024-12-12 09:21:00,2024-12-12 09:30:00,android,16.3,1.2.3,Hat Yai
SESS000891,CUST0072,2024-10-10 16:08:00,2024-10-10 16:14:00,web,16.3,2.0.1,Khon Kaen
SESS000892,CUST0072,2024-08-28 03:48:00,2024-08-28 03:54:00,ios,16.3,2.0.1,Chiang Mai
SESS000893,CUST0072,2024-03-29 02:34:00,2024-03-29 02:51:00,web,13.2,1.0.0,Hat Yai
SESS000894,CUST0072,2024-08-17 14:39:00,2024-08-17 14:56:00,ios,14.1,1.0.0,Bangkok
SESS000895,CUST0100,2024-02-11 15:29:00,2024-02-11 15:42:00,android,14.1,1.2.3,Phuket
SESS000896,CUST0100,2024-03-11 14:03:00,2024-03-11 14:17:00,ios,13.2,1.2.3,Khon Kaen
SESS000897,CUST0100,2024-09-11 17:53:00,2024-09-11 17:59:00,android,16.3,1.0.0,Phuket
SESS000898,CUST0100,2024-05-19 00:34:00,2024-05-19 00:36:00,web,16.3,2.0.1,Khon Kaen
SESS000899,CUST0100,2024-09-27 10:50:00,2024-09-27 10:52:00,web,14.1,1.2.3,Chiang Mai
SESS000900,CUST0100,2024-12-16 17:05:00,2024-12-16 17:25:00,android,14.1,1.2.3,Chiang Mai
SESS000901,CUST0100,2024-09-10 03:10:00,2024-09-10 03:28:00,web,14.1,2.0.1,Bangkok
SESS000902,CUST0100,2024-06-16 17:37:00,2024-06-16 17:46:00,web,16.3,2.0.1,Khon Kaen
SESS000903,CUST0100,2024-08-28 08:58:00,2024-08-28 09:13:00,ios,12.4,2.0.1,Hat Yai
SESS000904,CUST0100,2024-04-24 07:04:00,2024-04-24 07:20:00,web,14.1,1.2.3,Khon Kaen
SESS000905,CUST0100,2024-05-22 19:49:00,2024-05-22 19:57:00,ios,16.3,1.0.0,Khon Kaen
SESS000906,CUST0100,2024-06-18 08:34:00,2024-06-18 08:46:00,android,14.1,1.2.3,Chiang Mai
SESS000907,CUST0100,2024-04-26 10:44:00,2024-04-26 11:03:00,ios,14.1,1.0.0,Bangkok
SESS000908,CUST0100,2024-02-08 19:22:00,2024-02-08 19:40:00,android,14.1,1.0.0,Hat Yai
SESS000909,CUST0100,2024-07-28 00:52:00,2024-07-28 01:06:00,ios,14.1,1.2.3,Khon Kaen
SESS000910,CUST0100,2024-01-10 17:04:00,2024-01-10 17:10:00,ios,16.3,1.2.3,Khon Kaen
SESS000911,CUST0311,2024-03-06 00:57:00,2024-03-06 01:11:00,android,13.2,2.0.1,Khon Kaen
SESS000912,CUST0311,2024-06-23 08:52:00,2024-06-23 08:59:00,android,14.1,2.0.1,Chiang Mai
SESS000913,CUST0311,2024-09-08 00:19:00,2024-09-08 00:33:00,android,16.3,1.2.3,Khon Kaen
SESS000914,CUST0311,2024-03-24 03:38:00,2024-03-24 03:47:00,android,13.2,2.0.1,Phuket
SESS000915,CUST0311,2024-04-10 06:42:00,2024-04-10 06:58:00,web,14.1,1.2.3,Chiang Mai
SESS000916,CUST0311,2024-01-10 04:03:00,2024-01-10 04:05:00,ios,16.3,1.0.0,Hat Yai
SESS000917,CUST0311,2024-01-08 03:11:00,2024-01-08 03:16:00,android,12.4,1.2.3,Phuket
SESS000918,CUST0311,2024-11-06 10:49:00,2024-11-06 11:04:00,android,12.4,2.0.1,Chiang Mai
SESS000919,CUST0311,2024-07-16 10:39:00,2024-07-16 10:45:00,ios,16.3,1.0.0,Hat Yai
SESS000920,CUST0311,2024-12-25 11:48:00,2024-12-25 12:08:00,web,14.1,1.2.3,Khon Kaen
SESS000921,CUST0311,2024-05-02 13:35:00,2024-05-02 13:51:00,web,13.2,1.0.0,Khon Kaen
SESS000922,CUST0311,2024-09-06 09:51:00,2024-09-06 10:02:00,ios,14.1,1.0.0,Chiang Mai
SESS000923,CUST0311,2024-12-15 00:37:00,2024-12-15 00:48:00,ios,13.2,1.0.0,Chiang Mai
SESS000924,CUST0311,2024-12-23 05:14:00,2024-12-23 05:16:00,ios,16.3,1.0.0,Khon Kaen
SESS000925,CUST0311,2024-11-22 08:25:00,2024-11-22 08:45:00,web,12.4,1.0.0,Chiang Mai
SESS000926,CUST0311,2024-07-05 15:07:00,2024-07-05 15:14:00,android,12.4,2.0.1,Hat Yai
SESS000927,CUST0311,2024-09-17 06:08:00,2024-09-17 06:12:00,ios,12.4,1.0.0,Phuket
SESS000928,CUST0450,2024-09-28 10:02:00,2024-09-28 10:05:00,ios,12.4,1.2.3,Bangkok
SESS000929,CUST0450,2024-01-02 16:12:00,2024-01-02 16:27:00,ios,14.1,2.0.1,Chiang Mai
SESS000930,CUST0450,2024-10-08 17:17:00,2024-10-08 17:27:00,web,16.3,2.0.1,Bangkok
SESS000931,CUST0450,2024-10-24 19:12:00,2024-10-24 19:26:00,ios,16.3,1.2.3,Hat Yai
SESS000932,CUST0450,2024-04-24 16:51:00,2024-04-24 17:10:00,android,16.3,2.0.1,Phuket
SESS000933,CUST0450,2024-04-26 05:41:00,2024-04-26 05:50:00,web,13.2,2.0.1,Hat Yai
SESS000934,CUST0376,2024-09-13 12:43:00,2024-09-13 12:59:00,web,14.1,2.0.1,Hat Yai
SESS000935,CUST0376,2024-06-25 15:02:00,2024-06-25 15:22:00,web,12.4,2.0.1,Bangkok
SESS000936,CUST0376,2024-11-12 03:39:00,2024-11-12 03:55:00,ios,12.4,2.0.1,Khon Kaen
SESS000937,CUST0376,2024-07-09 10:45:00,2024-07-09 11:05:00,ios,14.1,1.0.0,Bangkok
SESS000938,CUST0376,2024-05-15 15:17:00,2024-05-15 15:36:00,android,14.1,1.2.3,Phuket
SESS000939,CUST0376,2024-12-18 09:46:00,2024-12-18 09:52:00,ios,12.4,1.2.3,Chiang Mai
SESS000940,CUST0376,2024-08-31 14:38:00,2024-08-31 14:46:00,web,16.3,1.2.3,Phuket
SESS000941,CUST0376,2024-06-30 03:43:00,2024-06-30 03:53:00,web,13.2,2.0.1,Bangkok
SESS000942,CUST0253,2024-07-06 08:51:00,2024-07-06 08:59:00,ios,13.2,2.0.1,Phuket
SESS000943,CUST0253,2024-09-17 16:38:00,2024-09-17 16:48:00,web,13.2,1.0.0,Bangkok
SESS000944,CUST0253,2024-07-15 09:02:00,2024-07-15 09:07:00,android,12.4,1.2.3,Phuket
SESS000945,CUST0253,2024-04-30 19:57:00,2024-04-30 20:09:00,ios,12.4,1.2.3,Hat Yai
SESS000946,CUST0253,2024-09-05 00:22:00,2024-09-05 00:25:00,ios,13.2,2.0.1,Hat Yai
SESS000947,CUST0253,2024-08-03 10:07:00,2024-08-03 10:25:00,ios,16.3,2.0.1,Hat Yai
SESS000948,CUST0253,2024-10-10 12:13:00,2024-10-10 12:19:00,ios,16.3,1.2.3,Khon Kaen
SESS000949,CUST0253,2024-03-26 03:44:00,2024-03-26 04:03:00,android,14.1,1.0.0,Hat Yai
SESS000950,CUST0253,2024-08-31 08:46:00,2024-08-31 08:48:00,android,12.4,1.2.3,Hat Yai
SESS000951,CUST0253,2024-01-30 09:17:00,2024-01-30 09:22:00,ios,12.4,2.0.1,Bangkok
SESS000952,CUST0253,2024-08-14 09:32:00,2024-08-14 09:51:00,android,16.3,2.0.1,Hat Yai
SESS000953,CUST0253,2024-02-17 05:23:00,2024-02-17 05:33:00,web,13.2,2.0.1,Hat Yai
SESS000954,CUST0253,2024-06-21 01:08:00,2024-06-21 01:19:00,android,16.3,1.2.3,Chiang Mai
SESS000955,CUST0253,2024-02-05 16:16:00,2024-02-05 16:34:00,ios,12.4,1.2.3,Bangkok
SESS000956,CUST0253,2024-01-23 18:53:00,2024-01-23 18:59:00,ios,14.1,1.0.0,Bangkok
SESS000957,CUST0122,2024-10-11 19:11:00,2024-10-11 19:17:00,web,13.2,1.0.0,Hat Yai
SESS000958,CUST0122,2024-12-20 15:23:00,2024-12-20 15:32:00,web,12.4,1.2.3,Hat Yai
SESS000959,CUST0122,2024-09-06 11:30:00,2024-09-06 11:38:00,android,13.2,1.0.0,Khon Kaen
SESS000960,CUST0122,2024-09-09 11:43:00,2024-09-09 11:46:00,web,16.3,1.2.3,Phuket
SESS000961,CUST0122,2024-04-22 06:02:00,2024-04-22 06:20:00,android,13.2,1.0.0,Bangkok
SESS000962,CUST0122,2024-10-08 10:44:00,2024-10-08 10:54:00,web,16.3,2.0.1,Chiang Mai
SESS000963,CUST0122,2024-06-15 06:29:00,2024-06-15 06:46:00,ios,13.2,1.0.0,Khon Kaen
SESS000964,CUST0122,2024-01-24 03:20:00,2024-01-24 03:26:00,web,13.2,1.0.0,Phuket
SESS000965,CUST0122,2024-09-12 12:08:00,2024-09-12 12:19:00,web,13.2,2.0.1,Hat Yai
SESS000966,CUST0122,2024-07-31 08:59:00,2024-07-31 09:08:00,ios,16.3,2.0.1,Khon Kaen
SESS000967,CUST0122,2024-07-25 11:15:00,2024-07-25 11:26:00,web,14.1,1.2.3,Khon Kaen
SESS000968,CUST0122,2024-11-27 06:23:00,2024-11-27 06:26:00,android,16.3,1.2.3,Chiang Mai
SESS000969,CUST0122,2024-12-20 13:50:00,2024-12-20 13:57:00,ios,16.3,1.0.0,Chiang Mai
SESS000970,CUST0122,2024-04-05 12:33:00,2024-04-05 12:52:00,web,12.4,1.0.0,Chiang Mai
SESS000971,CUST0122,2024-09-30 00:35:00,2024-09-30 00:39:00,android,13.2,1.2.3,Hat Yai
SESS000972,CUST0122,2024-08-06 18:57:00,2024-08-06 19:07:00,android,14.1,1.0.0,Hat Yai
SESS000973,CUST0149,2024-05-24 02:22:00,2024-05-24 02:30:00,ios,16.3,1.2.3,Phuket
SESS000974,CUST0149,2024-07-30 01:59:00,2024-07-30 02:19:00,web,16.3,2.0.1,Bangkok
SESS000975,CUST0149,2024-10-08 16:21:00,2024-10-08 16:31:00,android,13.2,1.2.3,Hat Yai
SESS000976,CUST0149,2024-05-08 16:45:00,2024-05-08 16:59:00,ios,14.1,1.0.0,Chiang Mai
SESS000977,CUST0149,2024-02-25 03:26:00,2024-02-25 03:39:00,web,12.4,1.0.0,Phuket
SESS000978,CUST0149,2024-04-20 03:31:00,2024-04-20 03:42:00,android,12.4,1.2.3,Hat Yai
SESS000979,CUST0149,2024-04-21 04:36:00,2024-04-21 04:54:00,ios,16.3,1.2.3,Phuket
SESS000980,CUST0149,2024-04-12 14:58:00,2024-04-12 15:06:00,android,14.1,1.0.0,Chiang Mai
SESS000981,CUST0149,2024-01-04 19:10:00,2024-01-04 19:28:00,android,16.3,1.0.0,Hat Yai
SESS000982,CUST0149,2024-05-01 02:22:00,2024-05-01 02:24:00,android,13.2,1.0.0,Phuket
SESS000983,CUST0149,2024-04-26 04:06:00,2024-04-26 04:24:00,ios,13.2,1.0.0,Chiang Mai
SESS000984,CUST0149,2024-06-19 08:39:00,2024-06-19 08:41:00,android,14.1,1.2.3,Khon Kaen
SESS000985,CUST0149,2024-03-08 14:23:00,2024-03-08 14:38:00,ios,14.1,2.0.1,Chiang Mai
SESS000986,CUST0149,2024-08-08 14:25:00,2024-08-08 14:31:00,ios,12.4,1.0.0,Bangkok
SESS000987,CUST0149,2024-10-23 03:00:00,2024-10-23 03:06:00,android,14.1,1.2.3,Hat Yai
SESS000988,CUST00519,2024-09-09 09:00:00,2024-09-09 09:15:00,web,16.3,1.2.3,Phuket
SESS000989,CUST00519,2024-04-29 14:02:00,2024-04-29 14:05:00,android,13.2,2.0.1,Chiang Mai
